ORDER_ID,ORDER_DATE,ORDER_TIME,ORDER_PRICE,PEOPLE,TABLE_NO,STATUS,SHIFT,EMPLOYEE_ID,KITCHEN_STAFF,Status
1260,22/01/2015,12:31:07 PM,60,1,1,Dine in with Reservation,Morning,22,11,Completed
1261,22/01/2015,12:32:00 PM,300,4,6,Dine in with Reservation,Morning,25,17,Completed
1262,22/01/2015,12:32:33 PM,60,,,Take away,Morning,6,11,Completed
1263,22/01/2015,12:39:12 PM,93,1,2,Dine in with Reservation,Morning,22,12,Completed
1264,22/01/2015,12:58:30 PM,184,,,Take away,Morning,7,12,Completed
1265,22/01/2015,12:59:26 PM,916,11,11,Dine in with Reservation,Morning,25,11,Completed
1266,22/01/2015,12:59:51 PM,168,2,3,Dine in without Reservation,Morning,22,18,Completed
1267,22/01/2015,1:01:27 PM,73,1,1,Dine in without Reservation,Morning,25,11,Completed
1268,22/01/2015,1:01:39 PM,269,3,5,Dine in with Reservation,Morning,22,12,Completed
1269,22/01/2015,1:04:41 PM,81,1,2,Dine in without Reservation,Morning,25,17,Completed
1270,22/01/2015,1:12:15 PM,80,,,Take away,Morning,7,12,Completed
1271,22/01/2015,1:14:17 PM,324,3,4,Dine in with Reservation,Morning,25,17,Completed
1272,22/01/2015,1:14:37 PM,124,,,Take away,Morning,7,17,Completed
1273,22/01/2015,1:21:57 PM,60,1,3,Dine in with Reservation,Morning,22,1,Completed
1274,22/01/2015,1:24:14 PM,1194,13,11,Dine in with Reservation,Morning,25,1,Completed
1275,22/01/2015,1:26:25 PM,84,1,1,Dine in with Reservation,Morning,25,17,Completed
1276,22/01/2015,1:46:36 PM,84,1,2,Dine in without Reservation,Morning,25,11,Completed
1277,22/01/2015,1:46:44 PM,163,2,1,Dine in with Reservation,Morning,25,17,Completed
1278,22/01/2015,2:07:34 PM,368,,,Take away,Morning,7,1,Completed
1279,22/01/2015,2:16:38 PM,186,2,2,Dine in with Reservation,Morning,25,17,Completed
1280,22/01/2015,2:44:54 PM,90,,,Take away,Morning,6,17,Completed
1281,22/01/2015,3:13:10 PM,81,1,3,Dine in with Reservation,Morning,25,1,Completed
1282,22/01/2015,3:16:54 PM,109,2,1,Dine in with Reservation,Morning,25,11,Completed
1283,22/01/2015,3:47:42 PM,269,4,7,Dine in with Reservation,Morning,22,11,Completed
1284,22/01/2015,3:53:38 PM,130,2,2,Dine in with Reservation,Morning,25,17,Completed
1285,22/01/2015,4:18:42 PM,111,2,3,Dine in with Reservation,Morning,25,11,Completed
1286,22/01/2015,4:29:13 PM,145,2,1,Dine in with Reservation,Morning,25,18,Completed
1287,22/01/2015,4:38:25 PM,60,1,2,Dine in without Reservation,Morning,25,11,Completed
1288,22/01/2015,5:10:07 PM,84,1,3,Dine in without Reservation,Night,24,10,Completed
1289,22/01/2015,5:11:54 PM,184,,,Take away,Night,8,9,Completed
1290,22/01/2015,5:17:19 PM,345,4,6,Dine in with Reservation,Night,24,2,Completed
1291,22/01/2015,5:20:13 PM,308,4,7,Dine in with Reservation,Night,23,10,Completed
1292,22/01/2015,5:35:48 PM,145,2,1,Dine in with Reservation,Night,23,9,Completed
1293,22/01/2015,5:37:59 PM,55,1,2,Dine in with Reservation,Night,23,9,Completed
1294,22/01/2015,5:43:01 PM,188,2,3,Dine in with Reservation,Night,24,9,Completed
1295,22/01/2015,5:44:59 PM,251,3,5,Dine in with Reservation,Night,23,10,Completed
1296,22/01/2015,5:46:53 PM,158,2,1,Dine in with Reservation,Night,23,16,Completed
1297,22/01/2015,5:51:53 PM,284,,,Take away,Night,8,10,Completed
1298,22/01/2015,5:54:25 PM,280,,,Take away,Night,8,2,Completed
1299,22/01/2015,5:56:07 PM,193,3,4,Dine in with Reservation,Night,23,9,Completed
1300,22/01/2015,6:28:51 PM,113,2,2,Dine in with Reservation,Night,23,9,Completed
1301,22/01/2015,6:42:08 PM,355,4,6,Dine in with Reservation,Night,23,9,Completed
1302,22/01/2015,6:44:04 PM,135,2,3,Dine in with Reservation,Night,23,9,Completed
1303,22/01/2015,6:53:13 PM,304,,,Take away,Night,5,9,Completed
1304,22/01/2015,7:02:50 PM,63,1,1,Dine in with Reservation,Night,24,10,Completed
1305,22/01/2015,7:24:01 PM,61,,,Take away,Night,8,9,Completed
1306,22/01/2015,7:35:25 PM,156,,,Take away,Night,8,10,Completed
1307,22/01/2015,7:39:20 PM,68,,,Take away,Night,8,9,Completed
1308,22/01/2015,7:43:14 PM,101,1,2,Dine in without Reservation,Night,24,2,Completed
1309,22/01/2015,8:04:42 PM,60,,,Take away,Night,5,9,Completed
1310,22/01/2015,8:19:33 PM,164,2,3,Dine in with Reservation,Night,24,9,Completed
1311,22/01/2015,8:21:28 PM,156,,,Take away,Night,5,10,Completed
1312,22/01/2015,8:23:41 PM,60,1,1,Dine in with Reservation,Night,23,9,Completed
1313,22/01/2015,8:24:29 PM,76,,,Take away,Night,5,10,Completed
1314,22/01/2015,8:40:55 PM,243,,,Take away,Night,8,9,Completed
1315,22/01/2015,8:46:44 PM,166,2,2,Dine in with Reservation,Night,23,16,Completed
1316,22/01/2015,8:48:12 PM,103,,,Take away,Night,8,2,Completed
1317,22/01/2015,9:00:41 PM,104,1,3,Dine in with Reservation,Night,24,2,Completed
1318,22/01/2015,9:36:48 PM,188,2,1,Dine in with Reservation,Night,23,10,Completed
1319,22/01/2015,10:24:05 PM,235,3,5,Dine in with Reservation,Night,23,2,Completed
1320,22/01/2015,11:02:31 PM,156,,,Take away,Night,8,10,Completed
1321,23/01/2015,11:17:12 AM,215,3,4,Dine in with Reservation,Morning,25,1,Completed
1322,23/01/2015,11:28:28 AM,208,,,Take away,Morning,6,18,Completed
1323,23/01/2015,11:45:37 AM,755,9,10,Dine in without Reservation,Morning,22,1,Completed
1324,23/01/2015,11:46:56 AM,245,,,Take away,Morning,7,1,Completed
1325,23/01/2015,11:50:45 AM,213,3,5,Dine in with Reservation,Morning,22,17,Completed
1326,23/01/2015,12:00:54 PM,194,2,2,Dine in with Reservation,Morning,22,12,Completed
1327,23/01/2015,12:01:01 PM,105,,,Take away,Morning,7,12,Completed
1328,23/01/2015,12:29:42 PM,64,1,3,Dine in without Reservation,Morning,22,17,Completed
1329,23/01/2015,12:49:11 PM,63,1,1,Dine in with Reservation,Morning,22,1,Completed
1330,23/01/2015,12:54:53 PM,120,2,2,Dine in with Reservation,Morning,22,1,Completed
1331,23/01/2015,12:54:56 PM,214,3,4,Dine in with Reservation,Morning,25,11,Completed
1332,23/01/2015,12:55:29 PM,88,1,3,Dine in with Reservation,Morning,25,17,Completed
1333,23/01/2015,12:57:07 PM,235,2,1,Dine in with Reservation,Morning,22,17,Completed
1334,23/01/2015,1:00:58 PM,74,1,2,Dine in with Reservation,Morning,22,17,Completed
1335,23/01/2015,1:10:36 PM,83,1,3,Dine in with Reservation,Morning,25,11,Completed
1336,23/01/2015,1:14:10 PM,49,,,Take away,Morning,6,17,Completed
1337,23/01/2015,1:44:49 PM,60,1,1,Dine in with Reservation,Morning,25,12,Completed
1338,23/01/2015,1:47:01 PM,273,3,5,Dine in with Reservation,Morning,22,12,Completed
1339,23/01/2015,2:10:45 PM,144,2,2,Dine in with Reservation,Morning,22,17,Completed
1340,23/01/2015,2:12:26 PM,552,6,8,Dine in with Reservation,Morning,22,12,Completed
1341,23/01/2015,2:15:37 PM,379,4,7,Dine in with Reservation,Morning,22,12,Completed
1342,23/01/2015,2:17:05 PM,84,1,3,Dine in with Reservation,Morning,25,11,Completed
1343,23/01/2015,2:29:11 PM,64,1,1,Dine in with Reservation,Morning,22,18,Completed
1344,23/01/2015,2:58:58 PM,93,1,2,Dine in with Reservation,Morning,22,11,Completed
1345,23/01/2015,3:01:02 PM,143,2,3,Dine in with Reservation,Morning,22,11,Completed
1346,23/01/2015,3:25:17 PM,178,2,1,Dine in with Reservation,Morning,22,11,Completed
1347,23/01/2015,3:32:59 PM,240,3,5,Dine in with Reservation,Morning,22,12,Completed
1348,23/01/2015,3:50:01 PM,64,1,2,Dine in with Reservation,Morning,22,12,Completed
1349,23/01/2015,4:03:08 PM,184,2,3,Dine in with Reservation,Morning,22,12,Completed
1350,23/01/2015,4:05:24 PM,133,2,1,Dine in without Reservation,Morning,25,17,Completed
1351,23/01/2015,4:06:00 PM,184,2,2,Dine in with Reservation,Morning,25,18,Completed
1352,23/01/2015,4:12:21 PM,230,,,Take away,Morning,6,18,Completed
1353,23/01/2015,4:21:26 PM,164,,,Take away,Morning,6,12,Completed
1354,23/01/2015,4:22:21 PM,80,1,3,Dine in with Reservation,Morning,25,17,Completed
1355,23/01/2015,4:30:25 PM,131,,,Take away,Morning,6,18,Completed
1356,23/01/2015,5:11:00 PM,185,,,Take away,Night,5,10,Completed
1357,23/01/2015,5:17:58 PM,143,2,1,Dine in with Reservation,Night,24,16,Completed
1358,23/01/2015,5:24:07 PM,104,1,2,Dine in with Reservation,Night,24,9,Completed
1359,23/01/2015,5:31:29 PM,63,,,Take away,Night,8,10,Completed
1360,23/01/2015,5:33:33 PM,104,1,3,Dine in with Reservation,Night,24,2,Completed
1361,23/01/2015,5:46:31 PM,156,2,1,Dine in with Reservation,Night,23,2,Completed
1362,23/01/2015,5:46:43 PM,146,2,2,Dine in with Reservation,Night,23,10,Completed
1363,23/01/2015,5:46:45 PM,295,,,Take away,Night,5,10,Completed
1364,23/01/2015,5:50:42 PM,266,3,4,Dine in with Reservation,Night,23,2,Completed
1365,23/01/2015,5:54:47 PM,104,1,3,Dine in with Reservation,Night,23,10,Completed
1366,23/01/2015,6:07:49 PM,145,,,Take away,Night,5,16,Completed
1367,23/01/2015,6:09:22 PM,286,4,7,Dine in with Reservation,Night,23,10,Completed
1368,23/01/2015,6:22:01 PM,148,2,1,Dine in with Reservation,Night,24,9,Completed
1369,23/01/2015,6:31:59 PM,166,2,2,Dine in with Reservation,Night,23,10,Completed
1370,23/01/2015,6:45:57 PM,140,,,Take away,Night,8,9,Completed
1371,23/01/2015,6:54:00 PM,64,1,3,Dine in with Reservation,Night,24,2,Completed
1372,23/01/2015,6:57:10 PM,120,2,1,Dine in with Reservation,Night,24,10,Completed
1373,23/01/2015,7:00:30 PM,139,2,2,Dine in with Reservation,Night,23,9,Completed
1374,23/01/2015,7:06:56 PM,155,2,3,Dine in with Reservation,Night,23,16,Completed
1375,23/01/2015,7:12:48 PM,248,3,5,Dine in with Reservation,Night,24,16,Completed
1376,23/01/2015,7:13:06 PM,104,,,Take away,Night,5,9,Completed
1377,23/01/2015,7:19:20 PM,278,4,6,Dine in with Reservation,Night,23,9,Completed
1378,23/01/2015,7:23:24 PM,174,2,1,Dine in with Reservation,Night,24,10,Completed
1379,23/01/2015,7:33:07 PM,240,,,Take away,Night,5,9,Completed
1380,23/01/2015,7:51:21 PM,249,3,4,Dine in with Reservation,Night,24,10,Completed
1381,23/01/2015,8:08:54 PM,309,,,Take away,Night,5,2,Completed
1382,23/01/2015,8:11:35 PM,175,3,5,Dine in with Reservation,Night,24,10,Completed
1383,23/01/2015,8:24:59 PM,185,1,2,Dine in with Reservation,Night,24,16,Completed
1384,23/01/2015,8:31:01 PM,161,2,3,Dine in with Reservation,Night,23,10,Completed
1385,23/01/2015,8:57:30 PM,119,,,Take away,Night,8,16,Completed
1386,23/01/2015,9:01:24 PM,206,,,Take away,Night,5,2,Completed
1387,23/01/2015,9:11:38 PM,265,,,Take away,Night,5,9,Completed
1388,23/01/2015,10:04:12 PM,104,1,1,Dine in with Reservation,Night,24,10,Completed
1389,23/01/2015,10:05:37 PM,80,,,Take away,Night,5,16,Completed
1390,24/01/2015,11:38:40 AM,104,,,Take away,Morning,6,17,Completed
1391,24/01/2015,12:26:08 PM,333,4,7,Dine in without Reservation,Morning,25,17,Completed
1392,24/01/2015,12:37:39 PM,163,,,Take away,Morning,7,12,Completed
1393,24/01/2015,12:43:03 PM,148,2,2,Dine in with Reservation,Morning,25,11,Completed
1394,24/01/2015,1:25:55 PM,53,,,Take away,Morning,7,12,Completed
1395,24/01/2015,1:32:52 PM,64,1,3,Dine in with Reservation,Morning,25,12,Completed
1396,24/01/2015,1:34:33 PM,64,,,Take away,Morning,7,18,Completed
1397,24/01/2015,1:56:25 PM,93,1,1,Dine in without Reservation,Morning,25,11,Completed
1398,24/01/2015,2:04:36 PM,475,6,8,Dine in with Reservation,Morning,22,12,Completed
1399,24/01/2015,2:07:38 PM,330,4,6,Dine in with Reservation,Morning,22,12,Completed
1400,24/01/2015,2:08:26 PM,80,1,2,Dine in with Reservation,Morning,22,18,Completed
1401,24/01/2015,2:20:17 PM,64,1,3,Dine in with Reservation,Morning,22,12,Completed
1402,24/01/2015,2:23:57 PM,175,3,4,Dine in with Reservation,Morning,25,12,Completed
1403,24/01/2015,2:44:46 PM,60,1,1,Dine in without Reservation,Morning,25,11,Completed
1404,24/01/2015,2:59:38 PM,163,,,Take away,Morning,6,17,Completed
1405,24/01/2015,3:00:13 PM,229,,,Take away,Morning,7,12,Completed
1406,24/01/2015,3:08:57 PM,60,1,2,Dine in with Reservation,Morning,25,17,Completed
1407,24/01/2015,3:17:06 PM,60,1,3,Dine in with Reservation,Morning,22,12,Completed
1408,24/01/2015,4:05:14 PM,118,,,Take away,Morning,6,18,Completed
1409,24/01/2015,4:06:10 PM,63,1,1,Dine in without Reservation,Morning,22,17,Completed
1410,24/01/2015,4:17:38 PM,185,,,Take away,Morning,7,11,Completed
1411,24/01/2015,4:36:53 PM,194,,,Take away,Morning,7,11,Completed
1412,24/01/2015,4:39:31 PM,194,2,2,Dine in with Reservation,Morning,22,18,Completed
1413,24/01/2015,4:48:03 PM,279,4,7,Dine in with Reservation,Morning,25,18,Completed
1414,24/01/2015,4:49:15 PM,61,,,Take away,Morning,6,12,Completed
1415,24/01/2015,5:04:22 PM,101,1,3,Dine in with Reservation,Night,24,10,Completed
1416,24/01/2015,5:18:39 PM,374,4,6,Dine in with Reservation,Night,23,16,Completed
1417,24/01/2015,5:31:05 PM,324,4,7,Dine in with Reservation,Night,23,16,Completed
1418,24/01/2015,5:50:34 PM,61,1,1,Dine in with Reservation,Night,24,2,Completed
1419,24/01/2015,6:07:48 PM,204,,,Take away,Night,5,10,Completed
1420,24/01/2015,6:10:44 PM,232,3,5,Dine in with Reservation,Night,24,9,Completed
1421,24/01/2015,6:17:01 PM,104,1,2,Dine in with Reservation,Night,24,10,Completed
1422,24/01/2015,6:26:42 PM,205,,,Take away,Night,5,9,Completed
1423,24/01/2015,6:32:23 PM,203,,,Take away,Night,8,10,Completed
1424,24/01/2015,6:43:24 PM,184,2,3,Dine in with Reservation,Night,24,16,Completed
1425,24/01/2015,6:50:51 PM,289,,,Take away,Night,5,10,Completed
1426,24/01/2015,7:06:06 PM,104,,,Take away,Night,5,10,Completed
1427,24/01/2015,7:26:06 PM,279,3,4,Dine in with Reservation,Night,24,10,Completed
1428,24/01/2015,7:33:57 PM,164,,,Take away,Night,5,9,Completed
1429,24/01/2015,7:36:22 PM,365,4,6,Dine in without Reservation,Night,24,9,Completed
1430,24/01/2015,7:39:56 PM,316,3,5,Dine in with Reservation,Night,23,9,Completed
1431,24/01/2015,7:40:03 PM,80,,,Take away,Night,5,9,Completed
1432,24/01/2015,7:41:52 PM,271,3,4,Dine in with Reservation,Night,23,16,Completed
1433,24/01/2015,7:43:23 PM,123,,,Take away,Night,5,9,Completed
1434,24/01/2015,7:43:40 PM,170,2,1,Dine in with Reservation,Night,23,9,Completed
1435,24/01/2015,7:44:56 PM,308,,,Take away,Night,8,9,Completed
1436,24/01/2015,7:46:06 PM,203,,,Take away,Night,5,10,Completed
1437,24/01/2015,7:47:50 PM,64,1,2,Dine in with Reservation,Night,24,9,Completed
1438,24/01/2015,7:54:07 PM,163,2,3,Dine in with Reservation,Night,24,9,Completed
1439,24/01/2015,7:56:32 PM,164,2,1,Dine in with Reservation,Night,24,10,Completed
1440,24/01/2015,7:56:33 PM,103,1,2,Dine in with Reservation,Night,24,9,Completed
1441,24/01/2015,8:13:00 PM,166,2,3,Dine in without Reservation,Night,23,9,Completed
1442,24/01/2015,8:21:20 PM,284,,,Take away,Night,5,10,Completed
1443,24/01/2015,8:23:34 PM,129,2,1,Dine in without Reservation,Night,23,9,Completed
1444,24/01/2015,8:29:10 PM,103,,,Take away,Night,8,16,Completed
1445,24/01/2015,8:29:40 PM,329,4,7,Dine in without Reservation,Night,23,9,Completed
1446,24/01/2015,8:40:47 PM,206,2,2,Dine in with Reservation,Night,24,9,Completed
1447,24/01/2015,8:41:28 PM,136,2,3,Dine in with Reservation,Night,23,9,Completed
1448,24/01/2015,8:59:29 PM,83,1,1,Dine in with Reservation,Night,24,2,Completed
1449,24/01/2015,9:12:27 PM,166,2,2,Dine in without Reservation,Night,23,10,Completed
1450,24/01/2015,9:23:08 PM,356,4,6,Dine in with Reservation,Night,24,9,Completed
1451,24/01/2015,9:23:59 PM,307,,,Take away,Night,8,9,Completed
1452,24/01/2015,10:32:11 PM,123,2,3,Dine in without Reservation,Night,24,16,Completed
1453,25/01/2015,12:24:36 PM,311,,,Take away,Morning,7,1,Completed
1454,25/01/2015,12:27:51 PM,133,2,1,Dine in with Reservation,Morning,22,12,Completed
1455,25/01/2015,1:30:03 PM,53,1,2,Dine in with Reservation,Morning,22,18,Completed
1456,25/01/2015,1:35:14 PM,104,1,3,Dine in without Reservation,Morning,25,11,Completed
1457,25/01/2015,1:35:53 PM,850,,,Take away,Morning,7,1,Completed
1458,25/01/2015,1:46:05 PM,306,4,7,Dine in with Reservation,Morning,25,17,Completed
1459,25/01/2015,2:01:11 PM,140,,,Take away,Morning,6,1,Completed
1460,25/01/2015,2:17:13 PM,83,,,Take away,Morning,7,1,Completed
1461,25/01/2015,2:21:02 PM,455,,,Take away,Morning,7,11,Completed
1462,25/01/2015,2:32:07 PM,60,1,1,Dine in with Reservation,Morning,25,17,Completed
1463,25/01/2015,2:32:44 PM,60,1,2,Dine in without Reservation,Morning,25,18,Completed
1464,25/01/2015,2:43:49 PM,104,1,3,Dine in with Reservation,Morning,25,17,Completed
1465,25/01/2015,2:45:05 PM,156,2,1,Dine in with Reservation,Morning,22,12,Completed
1466,25/01/2015,2:48:05 PM,113,,,Take away,Morning,7,12,Completed
1467,25/01/2015,2:50:29 PM,104,1,2,Dine in without Reservation,Morning,25,12,Completed
1468,25/01/2015,3:05:16 PM,188,2,3,Dine in with Reservation,Morning,22,12,Completed
1469,25/01/2015,3:23:21 PM,144,2,1,Dine in with Reservation,Morning,22,17,Completed
1470,25/01/2015,3:29:05 PM,165,2,2,Dine in with Reservation,Morning,25,11,Completed
1471,25/01/2015,4:07:00 PM,335,,,Take away,Morning,6,12,Completed
1472,25/01/2015,4:32:36 PM,181,2,3,Dine in with Reservation,Morning,22,11,Completed
1473,25/01/2015,4:36:54 PM,145,,,Take away,Morning,7,17,Completed
1474,25/01/2015,4:52:12 PM,123,2,1,Dine in with Reservation,Morning,22,1,Completed
1475,25/01/2015,4:59:21 PM,288,,,Take away,Morning,6,11,Completed
1476,25/01/2015,5:05:06 PM,84,1,2,Dine in with Reservation,Night,23,2,Completed
1477,25/01/2015,5:08:54 PM,60,,,Take away,Night,5,16,Completed
1478,25/01/2015,5:26:23 PM,304,4,6,Dine in with Reservation,Night,24,9,Completed
1479,25/01/2015,5:30:14 PM,170,,,Take away,Night,8,16,Completed
1480,25/01/2015,5:48:20 PM,170,2,3,Dine in with Reservation,Night,24,2,Completed
1481,25/01/2015,6:12:26 PM,208,2,1,Dine in with Reservation,Night,24,16,Completed
1482,25/01/2015,6:32:16 PM,80,1,2,Dine in with Reservation,Night,23,2,Completed
1483,25/01/2015,6:39:10 PM,224,,,Take away,Night,8,9,Completed
1484,25/01/2015,6:57:43 PM,208,3,5,Dine in with Reservation,Night,23,10,Completed
1485,25/01/2015,7:05:15 PM,148,,,Take away,Night,5,10,Completed
1486,25/01/2015,7:09:03 PM,84,1,3,Dine in with Reservation,Night,23,9,Completed
1487,25/01/2015,7:41:47 PM,63,,,Take away,Night,8,2,Completed
1488,25/01/2015,7:49:28 PM,156,2,1,Dine in with Reservation,Night,23,9,Completed
1489,25/01/2015,8:01:54 PM,49,1,2,Dine in without Reservation,Night,23,2,Completed
1490,25/01/2015,8:07:13 PM,315,4,7,Dine in with Reservation,Night,23,9,Completed
1491,25/01/2015,8:19:40 PM,60,,,Take away,Night,8,10,Completed
1492,25/01/2015,8:46:56 PM,315,4,6,Dine in with Reservation,Night,24,10,Completed
1493,25/01/2015,9:00:40 PM,74,,,Take away,Night,8,2,Completed
1494,25/01/2015,9:01:50 PM,285,3,4,Dine in without Reservation,Night,23,9,Completed
1495,25/01/2015,9:17:32 PM,185,3,5,Dine in with Reservation,Night,24,9,Completed
1496,25/01/2015,9:32:38 PM,103,,,Take away,Night,5,16,Completed
1497,26/01/2015,11:15:57 AM,244,,,Take away,Morning,7,11,Completed
1498,26/01/2015,11:25:10 AM,104,1,3,Dine in with Reservation,Morning,25,18,Completed
1499,26/01/2015,11:33:33 AM,83,1,1,Dine in with Reservation,Morning,22,11,Completed
1500,26/01/2015,11:52:57 AM,388,4,7,Dine in with Reservation,Morning,22,11,Completed
1501,26/01/2015,12:03:55 PM,324,,,Take away,Morning,6,17,Completed
1502,26/01/2015,12:04:48 PM,217,,,Take away,Morning,6,18,Completed
1503,26/01/2015,12:10:49 PM,104,,,Take away,Morning,6,11,Completed
1504,26/01/2015,12:44:38 PM,859,10,10,Dine in with Reservation,Morning,25,11,Completed
1505,26/01/2015,12:47:34 PM,355,4,6,Dine in with Reservation,Morning,25,11,Completed
1506,26/01/2015,12:56:04 PM,60,1,2,Dine in without Reservation,Morning,22,17,Completed
1507,26/01/2015,1:02:45 PM,63,1,3,Dine in with Reservation,Morning,25,18,Completed
1508,26/01/2015,1:03:59 PM,93,1,1,Dine in with Reservation,Morning,22,1,Completed
1509,26/01/2015,1:08:25 PM,304,,,Take away,Morning,6,12,Completed
1510,26/01/2015,1:15:18 PM,90,,,Take away,Morning,7,18,Completed
1511,26/01/2015,1:24:17 PM,93,,,Take away,Morning,6,11,Completed
1512,26/01/2015,1:27:32 PM,83,1,2,Dine in with Reservation,Morning,25,18,Completed
1513,26/01/2015,1:46:01 PM,111,2,3,Dine in without Reservation,Morning,22,17,Completed
1514,26/01/2015,1:51:21 PM,141,2,1,Dine in with Reservation,Morning,22,12,Completed
1515,26/01/2015,1:52:36 PM,80,,,Take away,Morning,7,17,Completed
1516,26/01/2015,1:54:36 PM,150,,,Take away,Morning,6,1,Completed
1517,26/01/2015,1:56:01 PM,104,1,2,Dine in with Reservation,Morning,22,11,Completed
1518,26/01/2015,2:00:13 PM,104,,,Take away,Morning,7,1,Completed
1519,26/01/2015,2:21:10 PM,80,1,3,Dine in with Reservation,Morning,22,11,Completed
1520,26/01/2015,2:25:20 PM,188,,,Take away,Morning,7,17,Completed
1521,26/01/2015,2:32:57 PM,184,,,Take away,Morning,6,17,Completed
1522,26/01/2015,2:35:32 PM,263,,,Take away,Morning,7,11,Completed
1523,26/01/2015,2:38:13 PM,104,1,1,Dine in with Reservation,Morning,22,1,Completed
1524,26/01/2015,2:47:17 PM,80,1,2,Dine in with Reservation,Morning,25,18,Completed
1525,26/01/2015,2:47:46 PM,104,,,Take away,Morning,7,17,Completed
1526,26/01/2015,2:55:06 PM,104,1,3,Dine in with Reservation,Morning,25,17,Completed
1527,26/01/2015,3:14:30 PM,161,2,1,Dine in with Reservation,Morning,25,11,Completed
1528,26/01/2015,3:24:38 PM,180,,,Take away,Morning,7,1,Completed
1529,26/01/2015,3:35:32 PM,164,,,Take away,Morning,6,1,Completed
1530,26/01/2015,3:49:09 PM,150,,,Take away,Morning,7,12,Completed
1531,26/01/2015,3:58:50 PM,53,1,2,Dine in with Reservation,Morning,25,11,Completed
1532,26/01/2015,4:04:46 PM,109,,,Take away,Morning,7,12,Completed
1533,26/01/2015,4:08:02 PM,176,,,Take away,Morning,7,1,Completed
1534,26/01/2015,4:21:23 PM,266,3,4,Dine in with Reservation,Morning,25,11,Completed
1535,26/01/2015,4:38:21 PM,359,4,7,Dine in with Reservation,Morning,22,12,Completed
1536,26/01/2015,4:52:11 PM,191,3,5,Dine in with Reservation,Morning,25,11,Completed
1537,26/01/2015,5:04:54 PM,104,1,3,Dine in with Reservation,Night,24,10,Completed
1538,26/01/2015,5:06:36 PM,226,,,Take away,Night,5,9,Completed
1539,26/01/2015,6:03:43 PM,279,,,Take away,Night,5,10,Completed
1540,26/01/2015,6:08:56 PM,168,,,Take away,Night,5,9,Completed
1541,26/01/2015,6:10:06 PM,84,1,1,Dine in with Reservation,Night,23,9,Completed
1542,26/01/2015,6:37:22 PM,310,4,6,Dine in with Reservation,Night,23,9,Completed
1543,26/01/2015,7:21:11 PM,196,2,2,Dine in with Reservation,Night,23,9,Completed
1544,26/01/2015,7:32:50 PM,143,2,3,Dine in with Reservation,Night,24,16,Completed
1545,26/01/2015,7:33:23 PM,83,,,Take away,Night,5,10,Completed
1546,26/01/2015,7:42:41 PM,84,1,1,Dine in with Reservation,Night,24,9,Completed
1547,26/01/2015,8:58:38 PM,183,2,2,Dine in with Reservation,Night,24,10,Completed
1548,26/01/2015,8:59:51 PM,164,2,3,Dine in with Reservation,Night,23,9,Completed
1549,26/01/2015,9:12:55 PM,104,1,1,Dine in with Reservation,Night,24,10,Completed
1550,26/01/2015,9:23:19 PM,123,2,2,Dine in with Reservation,Night,24,9,Completed
1551,26/01/2015,9:37:51 PM,63,,,Take away,Night,8,10,Completed
1552,27/01/2015,11:23:30 AM,80,,,Take away,Morning,7,1,Completed
1553,27/01/2015,11:47:40 AM,81,1,3,Dine in without Reservation,Morning,22,11,Completed
1554,27/01/2015,11:57:19 AM,313,3,4,Dine in with Reservation,Morning,22,11,Completed
1555,27/01/2015,12:07:54 PM,101,,,Take away,Morning,6,1,Completed
1556,27/01/2015,12:19:15 PM,185,,,Take away,Morning,6,11,Completed
1557,27/01/2015,12:21:21 PM,83,1,1,Dine in with Reservation,Morning,25,17,Completed
1558,27/01/2015,12:27:55 PM,206,,,Take away,Morning,7,12,Completed
1559,27/01/2015,12:34:12 PM,66,,,Take away,Morning,6,12,Completed
1560,27/01/2015,12:56:17 PM,206,2,2,Dine in with Reservation,Morning,22,11,Completed
1561,27/01/2015,12:56:35 PM,104,,,Take away,Morning,7,11,Completed
1562,27/01/2015,1:00:08 PM,80,1,3,Dine in with Reservation,Morning,22,11,Completed
1563,27/01/2015,1:04:38 PM,163,,,Take away,Morning,7,12,Completed
1564,27/01/2015,1:05:50 PM,353,4,7,Dine in with Reservation,Morning,22,17,Completed
1565,27/01/2015,1:21:20 PM,308,4,6,Dine in with Reservation,Morning,22,11,Completed
1566,27/01/2015,1:23:02 PM,203,1,1,Dine in with Reservation,Morning,22,17,Completed
1567,27/01/2015,1:31:08 PM,258,3,5,Dine in with Reservation,Morning,22,1,Completed
1568,27/01/2015,1:38:46 PM,309,,,Take away,Morning,7,12,Completed
1569,27/01/2015,1:38:50 PM,1111,13,11,Dine in with Reservation,Morning,25,17,Completed
1570,27/01/2015,1:49:25 PM,84,1,2,Dine in without Reservation,Morning,22,11,Completed
1571,27/01/2015,2:32:25 PM,84,1,3,Dine in without Reservation,Morning,22,12,Completed
1572,27/01/2015,2:33:38 PM,248,3,4,Dine in with Reservation,Morning,22,12,Completed
1573,27/01/2015,2:39:50 PM,84,,,Take away,Morning,7,12,Completed
1574,27/01/2015,3:32:22 PM,268,3,5,Dine in with Reservation,Morning,22,12,Completed
1575,27/01/2015,3:37:13 PM,55,,,Take away,Morning,6,17,Completed
1576,27/01/2015,3:44:22 PM,185,,,Take away,Morning,6,12,Completed
1577,27/01/2015,3:48:27 PM,55,1,3,Dine in with Reservation,Morning,22,12,Completed
