Time_ID,Date,Employee_ID,In Time,Out Time
5287,02/07/2015,9,4:21:00 PM,10:39:00 PM
5288,02/07/2015,10,5:32:00 PM,11:44:00 PM
5289,02/07/2015,11,11:06:00 AM,4:17:00 PM
5290,02/07/2015,12,10:01:00 AM,4:36:00 PM
5291,02/07/2015,13,4:30:00 PM,11:17:00 PM
5292,02/07/2015,14,10:15:00 AM,3:43:00 PM
5293,02/07/2015,15,10:28:00 AM,4:36:00 PM
5294,02/07/2015,16,5:18:00 PM,11:15:00 PM
5295,02/07/2015,17,10:56:00 AM,4:20:00 PM
5296,02/07/2015,18,11:43:00 AM,3:24:00 PM
5297,02/07/2015,19,4:28:00 PM,11:04:00 PM
5298,02/07/2015,20,10:11:00 AM,3:08:00 PM
5299,02/07/2015,21,4:12:00 PM,11:18:00 PM
5300,02/07/2015,22,10:10:00 AM,4:04:00 PM
5301,02/07/2015,23,4:02:00 PM,10:06:00 PM
5302,02/07/2015,24,4:14:00 PM,10:13:00 PM
5303,02/07/2015,25,10:33:00 AM,5:06:00 PM
5304,02/07/2015,26,11:13:00 AM,5:34:00 PM
5305,02/07/2015,27,5:14:00 PM,10:12:00 PM
5306,02/07/2015,28,11:11:00 AM,4:33:00 PM
5307,02/07/2015,29,4:45:00 PM,11:14:00 PM
5308,03/07/2015,1,11:54:00 AM,4:16:00 PM
5309,03/07/2015,2,5:49:00 PM,11:08:00 PM
5310,03/07/2015,3,11:58:00 AM,5:49:00 PM
5311,03/07/2015,4,5:04:00 PM,11:52:00 PM
5312,03/07/2015,5,4:43:00 PM,10:19:00 PM
5313,03/07/2015,6,11:29:00 AM,3:40:00 PM
5314,03/07/2015,7,11:58:00 AM,4:13:00 PM
5315,03/07/2015,8,4:06:00 PM,10:57:00 PM
5316,03/07/2015,9,5:39:00 PM,10:09:00 PM
5317,03/07/2015,10,5:31:00 PM,10:14:00 PM
5318,03/07/2015,11,10:11:00 AM,5:48:00 PM
5319,03/07/2015,12,11:52:00 AM,3:32:00 PM
5320,03/07/2015,13,4:01:00 PM,11:52:00 PM
5321,03/07/2015,14,11:27:00 AM,3:31:00 PM
5322,03/07/2015,15,10:02:00 AM,4:27:00 PM
5323,03/07/2015,16,5:24:00 PM,11:26:00 PM
5324,03/07/2015,17,10:19:00 AM,3:02:00 PM
5325,03/07/2015,18,10:08:00 AM,4:21:00 PM
5326,03/07/2015,19,4:38:00 PM,10:14:00 PM
5327,03/07/2015,20,10:52:00 AM,5:04:00 PM
5328,03/07/2015,21,5:57:00 PM,11:45:00 PM
5329,03/07/2015,22,11:45:00 AM,4:55:00 PM
5330,03/07/2015,23,5:27:00 PM,10:52:00 PM
5331,03/07/2015,24,5:46:00 PM,10:56:00 PM
5332,03/07/2015,25,10:55:00 AM,3:27:00 PM
5333,03/07/2015,26,10:01:00 AM,3:10:00 PM
5334,03/07/2015,27,4:42:00 PM,10:54:00 PM
5335,03/07/2015,28,10:12:00 AM,4:14:00 PM
5336,03/07/2015,29,4:50:00 PM,10:55:00 PM
5337,04/07/2015,1,11:49:00 AM,5:27:00 PM
5338,04/07/2015,2,4:40:00 PM,11:41:00 PM
5339,04/07/2015,3,11:57:00 AM,3:45:00 PM
5340,04/07/2015,4,4:36:00 PM,11:23:00 PM
5341,04/07/2015,5,5:24:00 PM,11:45:00 PM
5342,04/07/2015,6,11:29:00 AM,4:21:00 PM
5343,04/07/2015,7,11:54:00 AM,3:42:00 PM
5344,04/07/2015,8,4:39:00 PM,11:57:00 PM
5345,04/07/2015,9,5:22:00 PM,11:50:00 PM
5346,04/07/2015,10,5:19:00 PM,10:11:00 PM
5347,04/07/2015,11,11:21:00 AM,4:37:00 PM
5348,04/07/2015,12,11:02:00 AM,4:20:00 PM
5349,04/07/2015,13,4:39:00 PM,11:15:00 PM
5350,04/07/2015,14,11:47:00 AM,5:03:00 PM
5351,04/07/2015,15,10:04:00 AM,5:46:00 PM
5352,04/07/2015,16,4:05:00 PM,10:24:00 PM
5353,04/07/2015,17,10:41:00 AM,4:37:00 PM
5354,04/07/2015,18,11:07:00 AM,3:35:00 PM
5355,04/07/2015,19,4:57:00 PM,11:39:00 PM
5356,04/07/2015,20,11:36:00 AM,3:49:00 PM
5357,04/07/2015,21,5:53:00 PM,11:58:00 PM
5358,04/07/2015,22,11:12:00 AM,4:30:00 PM
5359,04/07/2015,23,5:15:00 PM,10:14:00 PM
5360,04/07/2015,24,5:34:00 PM,10:18:00 PM
5361,04/07/2015,25,10:48:00 AM,5:14:00 PM
5362,04/07/2015,26,11:05:00 AM,3:48:00 PM
5363,04/07/2015,27,5:19:00 PM,10:57:00 PM
5364,04/07/2015,28,10:50:00 AM,3:47:00 PM
5365,04/07/2015,29,5:41:00 PM,10:13:00 PM
5366,05/07/2015,1,10:18:00 AM,4:40:00 PM
5367,05/07/2015,2,4:25:00 PM,11:06:00 PM
5368,05/07/2015,3,11:11:00 AM,4:40:00 PM
5369,05/07/2015,4,5:25:00 PM,11:49:00 PM
5370,05/07/2015,5,5:44:00 PM,10:45:00 PM
5371,05/07/2015,6,10:37:00 AM,4:05:00 PM
5372,05/07/2015,7,10:18:00 AM,3:16:00 PM
5373,05/07/2015,8,5:31:00 PM,11:53:00 PM
5374,05/07/2015,9,4:13:00 PM,10:56:00 PM
5375,05/07/2015,10,5:34:00 PM,10:32:00 PM
5376,05/07/2015,11,10:58:00 AM,5:32:00 PM
5377,05/07/2015,12,10:17:00 AM,3:29:00 PM
5378,05/07/2015,13,4:49:00 PM,11:34:00 PM
5379,05/07/2015,14,10:25:00 AM,5:28:00 PM
5380,05/07/2015,15,11:40:00 AM,3:46:00 PM
5381,05/07/2015,16,4:11:00 PM,10:21:00 PM
5382,05/07/2015,17,11:39:00 AM,4:42:00 PM
5383,05/07/2015,18,11:31:00 AM,5:12:00 PM
5384,05/07/2015,19,5:23:00 PM,11:55:00 PM
5385,05/07/2015,20,10:44:00 AM,5:31:00 PM
5386,05/07/2015,21,4:55:00 PM,10:26:00 PM
5387,05/07/2015,22,11:07:00 AM,3:44:00 PM
5388,05/07/2015,23,4:54:00 PM,10:07:00 PM
5389,05/07/2015,24,5:18:00 PM,10:00:00 PM
5390,05/07/2015,25,11:23:00 AM,4:23:00 PM
5391,05/07/2015,26,11:18:00 AM,5:08:00 PM
5392,05/07/2015,27,4:19:00 PM,10:32:00 PM
5393,05/07/2015,28,10:09:00 AM,4:48:00 PM
5394,05/07/2015,29,4:39:00 PM,10:19:00 PM
5395,06/07/2015,1,11:10:00 AM,3:57:00 PM
5396,06/07/2015,2,4:39:00 PM,11:29:00 PM
5397,06/07/2015,3,10:06:00 AM,5:33:00 PM
5398,06/07/2015,4,4:01:00 PM,11:18:00 PM
5399,06/07/2015,5,4:47:00 PM,11:17:00 PM
5400,06/07/2015,6,10:34:00 AM,5:58:00 PM
5401,06/07/2015,7,10:30:00 AM,3:31:00 PM
5402,06/07/2015,8,4:12:00 PM,11:10:00 PM
5403,06/07/2015,9,4:54:00 PM,10:22:00 PM
5404,06/07/2015,10,5:39:00 PM,11:24:00 PM
5405,06/07/2015,11,11:14:00 AM,4:39:00 PM
5406,06/07/2015,12,11:16:00 AM,5:45:00 PM
5407,06/07/2015,13,4:29:00 PM,10:11:00 PM
5408,06/07/2015,14,10:14:00 AM,3:32:00 PM
5409,06/07/2015,15,11:08:00 AM,3:59:00 PM
5410,06/07/2015,16,5:21:00 PM,10:10:00 PM
5411,06/07/2015,17,11:30:00 AM,3:17:00 PM
5412,06/07/2015,18,10:32:00 AM,5:41:00 PM
5413,06/07/2015,19,4:06:00 PM,10:45:00 PM
5414,06/07/2015,20,11:34:00 AM,4:39:00 PM
5415,06/07/2015,21,5:36:00 PM,11:31:00 PM
5416,06/07/2015,22,10:15:00 AM,5:59:00 PM
5417,06/07/2015,23,5:29:00 PM,11:05:00 PM
5418,06/07/2015,24,4:42:00 PM,10:54:00 PM
5419,06/07/2015,25,11:28:00 AM,3:11:00 PM
5420,06/07/2015,26,10:41:00 AM,5:42:00 PM
5421,06/07/2015,27,5:35:00 PM,10:49:00 PM
5422,06/07/2015,28,11:36:00 AM,3:57:00 PM
5423,06/07/2015,29,5:20:00 PM,11:15:00 PM
5424,07/07/2015,1,10:12:00 AM,3:40:00 PM
5425,07/07/2015,2,5:28:00 PM,11:46:00 PM
5426,07/07/2015,3,10:06:00 AM,5:28:00 PM
5427,07/07/2015,4,5:57:00 PM,11:40:00 PM
5428,07/07/2015,5,5:32:00 PM,11:39:00 PM
5429,07/07/2015,6,10:45:00 AM,4:05:00 PM
5430,07/07/2015,7,11:45:00 AM,4:08:00 PM
5431,07/07/2015,8,4:26:00 PM,11:19:00 PM
5432,07/07/2015,9,5:18:00 PM,11:28:00 PM
5433,07/07/2015,10,4:45:00 PM,10:05:00 PM
5434,07/07/2015,11,11:53:00 AM,4:56:00 PM
5435,07/07/2015,12,10:53:00 AM,4:57:00 PM
5436,07/07/2015,13,5:08:00 PM,11:02:00 PM
5437,07/07/2015,14,10:09:00 AM,4:00:00 PM
5438,07/07/2015,15,11:55:00 AM,5:35:00 PM
5439,07/07/2015,16,4:04:00 PM,11:28:00 PM
5440,07/07/2015,17,10:18:00 AM,3:08:00 PM
5441,07/07/2015,18,10:53:00 AM,4:25:00 PM
5442,07/07/2015,19,4:08:00 PM,11:12:00 PM
5443,07/07/2015,20,11:44:00 AM,4:37:00 PM
5444,07/07/2015,21,5:07:00 PM,10:08:00 PM
5445,07/07/2015,22,10:46:00 AM,5:40:00 PM
5446,07/07/2015,23,5:27:00 PM,10:57:00 PM
5447,07/07/2015,24,5:04:00 PM,11:09:00 PM
5448,07/07/2015,25,10:09:00 AM,5:36:00 PM
5449,07/07/2015,26,11:39:00 AM,4:27:00 PM
5450,07/07/2015,27,4:30:00 PM,11:31:00 PM
5451,07/07/2015,28,11:35:00 AM,5:52:00 PM
5452,07/07/2015,29,5:24:00 PM,10:12:00 PM
5453,08/07/2015,1,10:06:00 AM,3:47:00 PM
5454,08/07/2015,2,4:36:00 PM,10:24:00 PM
5455,08/07/2015,3,11:41:00 AM,4:01:00 PM
5456,08/07/2015,4,5:19:00 PM,11:00:00 PM
5457,08/07/2015,5,5:08:00 PM,10:12:00 PM
5458,08/07/2015,6,10:41:00 AM,5:31:00 PM
5459,08/07/2015,7,10:36:00 AM,4:00:00 PM
5460,08/07/2015,8,4:53:00 PM,11:46:00 PM
5461,08/07/2015,9,5:57:00 PM,10:27:00 PM
5462,08/07/2015,10,4:34:00 PM,11:22:00 PM
5463,08/07/2015,11,11:11:00 AM,3:42:00 PM
5464,08/07/2015,12,11:49:00 AM,3:15:00 PM
5465,08/07/2015,13,5:42:00 PM,10:58:00 PM
5466,08/07/2015,14,10:34:00 AM,4:14:00 PM
5467,08/07/2015,15,10:52:00 AM,5:57:00 PM
5468,08/07/2015,16,4:13:00 PM,11:28:00 PM
5469,08/07/2015,17,11:36:00 AM,3:31:00 PM
5470,08/07/2015,18,10:01:00 AM,4:25:00 PM
5471,08/07/2015,19,5:55:00 PM,11:57:00 PM
5472,08/07/2015,20,11:57:00 AM,3:17:00 PM
5473,08/07/2015,21,5:58:00 PM,11:56:00 PM
5474,08/07/2015,22,11:24:00 AM,4:46:00 PM
5475,08/07/2015,23,5:26:00 PM,10:17:00 PM
5476,08/07/2015,24,5:23:00 PM,11:02:00 PM
5477,08/07/2015,25,10:01:00 AM,5:50:00 PM
5478,08/07/2015,26,10:11:00 AM,3:07:00 PM
5479,08/07/2015,27,4:25:00 PM,11:28:00 PM
5480,08/07/2015,28,10:24:00 AM,5:20:00 PM
5481,08/07/2015,29,4:06:00 PM,11:17:00 PM
5482,09/07/2015,1,11:45:00 AM,4:51:00 PM
5483,09/07/2015,2,4:47:00 PM,11:51:00 PM
5484,09/07/2015,3,10:22:00 AM,4:49:00 PM
5485,09/07/2015,4,5:56:00 PM,11:06:00 PM
5486,09/07/2015,5,5:24:00 PM,10:30:00 PM
5487,09/07/2015,6,11:42:00 AM,4:16:00 PM
5488,09/07/2015,7,10:31:00 AM,5:23:00 PM
5489,09/07/2015,8,5:25:00 PM,11:18:00 PM
5490,09/07/2015,9,5:17:00 PM,10:43:00 PM
5491,09/07/2015,10,5:48:00 PM,10:01:00 PM
5492,09/07/2015,11,11:49:00 AM,3:53:00 PM
5493,09/07/2015,12,11:48:00 AM,5:00:00 PM
5494,09/07/2015,13,4:28:00 PM,10:15:00 PM
5495,09/07/2015,14,10:53:00 AM,4:21:00 PM
5496,09/07/2015,15,11:53:00 AM,3:31:00 PM
5497,09/07/2015,16,4:19:00 PM,11:27:00 PM
5498,09/07/2015,17,10:58:00 AM,4:34:00 PM
5499,09/07/2015,18,11:43:00 AM,3:07:00 PM
5500,09/07/2015,19,5:00:00 PM,10:58:00 PM
5501,09/07/2015,20,10:28:00 AM,5:45:00 PM
5502,09/07/2015,21,4:49:00 PM,11:10:00 PM
5503,09/07/2015,22,11:43:00 AM,3:06:00 PM
5504,09/07/2015,23,5:30:00 PM,11:45:00 PM
5505,09/07/2015,24,5:05:00 PM,11:37:00 PM
5506,09/07/2015,25,10:55:00 AM,4:13:00 PM
5507,09/07/2015,26,10:14:00 AM,4:54:00 PM
5508,09/07/2015,27,4:16:00 PM,10:19:00 PM
5509,09/07/2015,28,11:41:00 AM,5:16:00 PM
5510,09/07/2015,29,5:29:00 PM,11:43:00 PM
5511,10/07/2015,1,10:48:00 AM,4:51:00 PM
5512,10/07/2015,2,5:42:00 PM,10:08:00 PM
5513,10/07/2015,3,11:13:00 AM,4:17:00 PM
5514,10/07/2015,4,5:23:00 PM,10:30:00 PM
5515,10/07/2015,5,4:06:00 PM,11:35:00 PM
5516,10/07/2015,6,11:43:00 AM,4:42:00 PM
5517,10/07/2015,7,10:35:00 AM,3:44:00 PM
5518,10/07/2015,8,4:04:00 PM,10:19:00 PM
5519,10/07/2015,9,5:34:00 PM,10:42:00 PM
5520,10/07/2015,10,5:15:00 PM,10:21:00 PM
5521,10/07/2015,11,11:01:00 AM,5:09:00 PM
5522,10/07/2015,12,10:15:00 AM,3:06:00 PM
5523,10/07/2015,13,5:11:00 PM,11:04:00 PM
5524,10/07/2015,14,11:34:00 AM,4:44:00 PM
5525,10/07/2015,15,10:48:00 AM,5:47:00 PM
5526,10/07/2015,16,4:08:00 PM,10:03:00 PM
5527,10/07/2015,17,10:27:00 AM,5:06:00 PM
5528,10/07/2015,18,10:44:00 AM,4:50:00 PM
5529,10/07/2015,19,5:38:00 PM,11:20:00 PM
5530,10/07/2015,20,10:22:00 AM,3:06:00 PM
5531,10/07/2015,21,5:30:00 PM,10:49:00 PM
5532,10/07/2015,22,10:17:00 AM,5:31:00 PM
5533,10/07/2015,23,5:38:00 PM,11:22:00 PM
5534,10/07/2015,24,5:04:00 PM,11:13:00 PM
5535,10/07/2015,25,11:52:00 AM,5:34:00 PM
5536,10/07/2015,26,11:54:00 AM,3:53:00 PM
5537,10/07/2015,27,4:36:00 PM,10:00:00 PM
5538,10/07/2015,28,11:30:00 AM,4:12:00 PM
5539,10/07/2015,29,4:33:00 PM,10:10:00 PM
5540,11/07/2015,1,11:08:00 AM,3:20:00 PM
5541,11/07/2015,2,5:32:00 PM,11:59:00 PM
5542,11/07/2015,3,11:09:00 AM,5:26:00 PM
5543,11/07/2015,4,4:42:00 PM,10:20:00 PM
5544,11/07/2015,5,4:05:00 PM,11:39:00 PM
5545,11/07/2015,6,11:23:00 AM,4:32:00 PM
5546,11/07/2015,7,11:48:00 AM,5:32:00 PM
5547,11/07/2015,8,4:28:00 PM,10:28:00 PM
5548,11/07/2015,9,5:39:00 PM,10:20:00 PM
5549,11/07/2015,10,4:38:00 PM,10:44:00 PM
5550,11/07/2015,11,11:24:00 AM,5:30:00 PM
5551,11/07/2015,12,10:55:00 AM,3:03:00 PM
5552,11/07/2015,13,5:39:00 PM,10:27:00 PM
5553,11/07/2015,14,11:35:00 AM,3:20:00 PM
5554,11/07/2015,15,10:18:00 AM,3:41:00 PM
5555,11/07/2015,16,5:43:00 PM,10:40:00 PM
5556,11/07/2015,17,11:37:00 AM,4:57:00 PM
5557,11/07/2015,18,11:14:00 AM,5:41:00 PM
5558,11/07/2015,19,5:38:00 PM,10:22:00 PM
5559,11/07/2015,20,10:53:00 AM,4:51:00 PM
5560,11/07/2015,21,5:08:00 PM,10:44:00 PM
5561,11/07/2015,22,11:27:00 AM,4:58:00 PM
5562,11/07/2015,23,5:20:00 PM,11:28:00 PM
5563,11/07/2015,24,5:40:00 PM,11:39:00 PM
5564,11/07/2015,25,11:22:00 AM,3:26:00 PM
5565,11/07/2015,26,10:45:00 AM,3:35:00 PM
5566,11/07/2015,27,5:41:00 PM,11:47:00 PM
5567,11/07/2015,28,10:40:00 AM,3:57:00 PM
5568,11/07/2015,29,4:51:00 PM,11:31:00 PM
5569,12/07/2015,1,11:44:00 AM,3:31:00 PM
5570,12/07/2015,2,4:08:00 PM,10:56:00 PM
5571,12/07/2015,3,11:37:00 AM,3:09:00 PM
5572,12/07/2015,4,5:41:00 PM,10:10:00 PM
5573,12/07/2015,5,4:23:00 PM,10:21:00 PM
5574,12/07/2015,6,10:48:00 AM,5:40:00 PM
5575,12/07/2015,7,10:42:00 AM,4:27:00 PM
5576,12/07/2015,8,4:24:00 PM,11:35:00 PM
5577,12/07/2015,9,5:02:00 PM,10:08:00 PM
5578,12/07/2015,10,4:58:00 PM,10:03:00 PM
5579,12/07/2015,11,10:38:00 AM,3:54:00 PM
5580,12/07/2015,12,11:30:00 AM,4:26:00 PM
5581,12/07/2015,13,5:58:00 PM,10:16:00 PM
5582,12/07/2015,14,10:54:00 AM,5:06:00 PM
5583,12/07/2015,15,11:03:00 AM,3:33:00 PM
5584,12/07/2015,16,5:52:00 PM,11:01:00 PM
5585,12/07/2015,17,11:53:00 AM,5:43:00 PM
5586,12/07/2015,18,11:45:00 AM,3:04:00 PM
5587,12/07/2015,19,4:54:00 PM,11:15:00 PM
5588,12/07/2015,20,10:30:00 AM,3:27:00 PM
5589,12/07/2015,21,5:50:00 PM,10:04:00 PM
5590,12/07/2015,22,11:25:00 AM,3:25:00 PM
5591,12/07/2015,23,5:50:00 PM,11:28:00 PM
5592,12/07/2015,24,4:42:00 PM,10:56:00 PM
5593,12/07/2015,25,11:15:00 AM,5:55:00 PM
5594,12/07/2015,26,11:16:00 AM,3:21:00 PM
5595,12/07/2015,27,5:20:00 PM,10:10:00 PM
5596,12/07/2015,28,11:57:00 AM,5:37:00 PM
5597,12/07/2015,29,4:54:00 PM,11:59:00 PM
5598,13/07/2015,1,10:46:00 AM,4:18:00 PM
5599,13/07/2015,2,4:39:00 PM,11:10:00 PM
5600,13/07/2015,3,11:31:00 AM,5:01:00 PM
5601,13/07/2015,4,5:25:00 PM,10:42:00 PM
5602,13/07/2015,5,5:35:00 PM,11:59:00 PM
5603,13/07/2015,6,11:46:00 AM,5:25:00 PM
5604,13/07/2015,7,10:35:00 AM,4:03:00 PM
5605,13/07/2015,8,4:28:00 PM,11:34:00 PM
5606,13/07/2015,9,5:27:00 PM,11:40:00 PM
5607,13/07/2015,10,5:35:00 PM,11:12:00 PM
5608,13/07/2015,11,10:32:00 AM,3:01:00 PM
5609,13/07/2015,12,10:13:00 AM,3:32:00 PM
5610,13/07/2015,13,5:37:00 PM,11:21:00 PM
5611,13/07/2015,14,10:34:00 AM,4:27:00 PM
5612,13/07/2015,15,11:56:00 AM,3:19:00 PM
5613,13/07/2015,16,5:43:00 PM,10:56:00 PM
5614,13/07/2015,17,11:43:00 AM,5:14:00 PM
5615,13/07/2015,18,11:51:00 AM,5:50:00 PM
5616,13/07/2015,19,5:51:00 PM,11:21:00 PM
5617,13/07/2015,20,10:59:00 AM,5:22:00 PM
5618,13/07/2015,21,5:38:00 PM,11:24:00 PM
5619,13/07/2015,22,10:22:00 AM,5:14:00 PM
5620,13/07/2015,23,4:35:00 PM,10:39:00 PM
5621,13/07/2015,24,4:15:00 PM,11:00:00 PM
5622,13/07/2015,25,10:25:00 AM,3:09:00 PM
5623,13/07/2015,26,10:20:00 AM,3:37:00 PM
5624,13/07/2015,27,4:28:00 PM,11:15:00 PM
5625,13/07/2015,28,11:55:00 AM,5:34:00 PM
5626,13/07/2015,29,5:52:00 PM,10:16:00 PM
5627,14/07/2015,1,10:04:00 AM,3:52:00 PM
5628,14/07/2015,2,4:25:00 PM,11:50:00 PM
5629,14/07/2015,3,11:08:00 AM,4:33:00 PM
5630,14/07/2015,4,4:25:00 PM,10:46:00 PM
5631,14/07/2015,5,5:30:00 PM,10:15:00 PM
5632,14/07/2015,6,11:00:00 AM,5:17:00 PM
5633,14/07/2015,7,11:19:00 AM,5:06:00 PM
5634,14/07/2015,8,4:12:00 PM,10:30:00 PM
5635,14/07/2015,9,5:25:00 PM,10:53:00 PM
5636,14/07/2015,10,5:44:00 PM,10:58:00 PM
5637,14/07/2015,11,10:34:00 AM,4:07:00 PM
5638,14/07/2015,12,10:28:00 AM,4:00:00 PM
5639,14/07/2015,13,5:39:00 PM,10:37:00 PM
5640,14/07/2015,14,11:06:00 AM,4:31:00 PM
5641,14/07/2015,15,10:52:00 AM,4:10:00 PM
5642,14/07/2015,16,4:23:00 PM,10:39:00 PM
5643,14/07/2015,17,11:10:00 AM,3:15:00 PM
5644,14/07/2015,18,10:41:00 AM,4:49:00 PM
5645,14/07/2015,19,4:39:00 PM,11:17:00 PM
5646,14/07/2015,20,11:59:00 AM,3:36:00 PM
5647,14/07/2015,21,5:51:00 PM,11:20:00 PM
5648,14/07/2015,22,11:05:00 AM,3:49:00 PM
5649,14/07/2015,23,4:53:00 PM,10:45:00 PM
5650,14/07/2015,24,5:24:00 PM,11:25:00 PM
5651,14/07/2015,25,10:12:00 AM,3:14:00 PM
5652,14/07/2015,26,10:49:00 AM,3:13:00 PM
5653,14/07/2015,27,5:09:00 PM,11:18:00 PM
5654,14/07/2015,28,11:26:00 AM,5:29:00 PM
5655,14/07/2015,29,4:09:00 PM,10:55:00 PM
5656,15/07/2015,1,11:59:00 AM,4:20:00 PM
5657,15/07/2015,2,4:49:00 PM,10:54:00 PM
5658,15/07/2015,3,11:55:00 AM,4:42:00 PM
5659,15/07/2015,4,5:49:00 PM,10:23:00 PM
5660,15/07/2015,5,5:51:00 PM,10:09:00 PM
5661,15/07/2015,6,10:56:00 AM,4:55:00 PM
5662,15/07/2015,7,11:11:00 AM,4:31:00 PM
5663,15/07/2015,8,4:40:00 PM,10:15:00 PM
5664,15/07/2015,9,5:47:00 PM,10:55:00 PM
5665,15/07/2015,10,5:01:00 PM,11:41:00 PM
5666,15/07/2015,11,10:29:00 AM,3:34:00 PM
5667,15/07/2015,12,10:34:00 AM,4:42:00 PM
5668,15/07/2015,13,4:31:00 PM,10:31:00 PM
5669,15/07/2015,14,10:33:00 AM,5:34:00 PM
5670,15/07/2015,15,11:04:00 AM,3:34:00 PM
5671,15/07/2015,16,4:31:00 PM,10:12:00 PM
5672,15/07/2015,17,10:09:00 AM,3:14:00 PM
5673,15/07/2015,18,11:13:00 AM,5:41:00 PM
5674,15/07/2015,19,4:07:00 PM,10:02:00 PM
5675,15/07/2015,20,10:54:00 AM,4:28:00 PM
5676,15/07/2015,21,5:16:00 PM,10:40:00 PM
5677,15/07/2015,22,10:01:00 AM,3:33:00 PM
5678,15/07/2015,23,5:04:00 PM,10:19:00 PM
5679,15/07/2015,24,5:59:00 PM,10:21:00 PM
5680,15/07/2015,25,11:18:00 AM,4:56:00 PM
5681,15/07/2015,26,11:13:00 AM,5:56:00 PM
5682,15/07/2015,27,4:10:00 PM,11:17:00 PM
5683,15/07/2015,28,11:16:00 AM,3:12:00 PM
5684,15/07/2015,29,4:25:00 PM,11:16:00 PM
5685,16/07/2015,1,11:27:00 AM,3:34:00 PM
5686,16/07/2015,2,5:37:00 PM,11:20:00 PM
5687,16/07/2015,3,10:02:00 AM,5:22:00 PM
5688,16/07/2015,4,5:07:00 PM,10:27:00 PM
5689,16/07/2015,5,5:13:00 PM,11:53:00 PM
5690,16/07/2015,6,11:52:00 AM,5:53:00 PM
5691,16/07/2015,7,10:11:00 AM,3:56:00 PM
5692,16/07/2015,8,5:42:00 PM,10:33:00 PM
5693,16/07/2015,9,5:32:00 PM,11:11:00 PM
5694,16/07/2015,10,4:00:00 PM,10:13:00 PM
5695,16/07/2015,11,10:30:00 AM,4:00:00 PM
5696,16/07/2015,12,10:54:00 AM,4:28:00 PM
5697,16/07/2015,13,5:21:00 PM,11:13:00 PM
5698,16/07/2015,14,10:43:00 AM,4:25:00 PM
5699,16/07/2015,15,11:05:00 AM,3:30:00 PM
5700,16/07/2015,16,5:36:00 PM,10:50:00 PM
5701,16/07/2015,17,11:19:00 AM,3:02:00 PM
5702,16/07/2015,18,10:41:00 AM,3:36:00 PM
5703,16/07/2015,19,5:03:00 PM,11:16:00 PM
5704,16/07/2015,20,11:31:00 AM,4:26:00 PM
5705,16/07/2015,21,5:19:00 PM,10:42:00 PM
5706,16/07/2015,22,10:47:00 AM,3:45:00 PM
5707,16/07/2015,23,4:52:00 PM,10:54:00 PM
5708,16/07/2015,24,4:37:00 PM,10:05:00 PM
5709,16/07/2015,25,11:57:00 AM,5:54:00 PM
5710,16/07/2015,26,11:26:00 AM,4:17:00 PM
5711,16/07/2015,27,4:28:00 PM,10:26:00 PM
5712,16/07/2015,28,10:18:00 AM,4:11:00 PM
5713,16/07/2015,29,5:21:00 PM,11:03:00 PM
5714,17/07/2015,1,10:14:00 AM,5:40:00 PM
5715,17/07/2015,2,5:24:00 PM,10:06:00 PM
5716,17/07/2015,3,10:26:00 AM,5:39:00 PM
5717,17/07/2015,4,4:13:00 PM,10:55:00 PM
5718,17/07/2015,5,5:30:00 PM,11:06:00 PM
5719,17/07/2015,6,11:46:00 AM,5:52:00 PM
5720,17/07/2015,7,11:05:00 AM,3:23:00 PM
5721,17/07/2015,8,5:11:00 PM,10:13:00 PM
5722,17/07/2015,9,5:12:00 PM,11:58:00 PM
5723,17/07/2015,10,4:21:00 PM,10:39:00 PM
5724,17/07/2015,11,11:33:00 AM,4:25:00 PM
5725,17/07/2015,12,11:17:00 AM,3:24:00 PM
5726,17/07/2015,13,4:09:00 PM,11:02:00 PM
5727,17/07/2015,14,10:18:00 AM,5:33:00 PM
5728,17/07/2015,15,11:05:00 AM,4:47:00 PM
5729,17/07/2015,16,5:48:00 PM,11:25:00 PM
5730,17/07/2015,17,10:18:00 AM,3:38:00 PM
5731,17/07/2015,18,11:30:00 AM,4:55:00 PM
5732,17/07/2015,19,4:49:00 PM,10:14:00 PM
5733,17/07/2015,20,10:11:00 AM,4:26:00 PM
5734,17/07/2015,21,4:48:00 PM,10:14:00 PM
5735,17/07/2015,22,11:21:00 AM,3:23:00 PM
5736,17/07/2015,23,5:15:00 PM,11:20:00 PM
5737,17/07/2015,24,5:50:00 PM,11:49:00 PM
5738,17/07/2015,25,10:47:00 AM,5:54:00 PM
5739,17/07/2015,26,11:32:00 AM,3:14:00 PM
5740,17/07/2015,27,4:15:00 PM,11:07:00 PM
5741,17/07/2015,28,10:55:00 AM,3:32:00 PM
5742,17/07/2015,29,4:57:00 PM,11:19:00 PM
5743,18/07/2015,1,11:46:00 AM,4:25:00 PM
5744,18/07/2015,2,5:41:00 PM,11:10:00 PM
5745,18/07/2015,3,10:58:00 AM,4:50:00 PM
5746,18/07/2015,4,5:49:00 PM,11:25:00 PM
5747,18/07/2015,5,4:17:00 PM,11:20:00 PM
5748,18/07/2015,6,11:03:00 AM,4:17:00 PM
5749,18/07/2015,7,11:46:00 AM,5:40:00 PM
5750,18/07/2015,8,5:07:00 PM,10:27:00 PM
5751,18/07/2015,9,4:56:00 PM,11:49:00 PM
