TIME_ID,EMPLOYEE_ID,IN_TIME,OUT_TIME,DAY
7856,26,10:50:00 AM,4:20:00 PM,28/09/2015
7857,27,5:57:00 PM,11:40:00 PM,28/09/2015
7858,28,10:25:00 AM,3:53:00 PM,28/09/2015
7859,29,5:42:00 PM,11:02:00 PM,28/09/2015
7860,1,11:40:00 AM,3:13:00 PM,29/09/2015
7861,2,5:11:00 PM,11:30:00 PM,29/09/2015
7862,3,10:16:00 AM,5:08:00 PM,29/09/2015
7863,4,4:56:00 PM,11:05:00 PM,29/09/2015
7864,5,4:41:00 PM,10:19:00 PM,29/09/2015
7865,6,11:16:00 AM,5:27:00 PM,29/09/2015
7866,7,10:56:00 AM,3:53:00 PM,29/09/2015
7867,8,4:22:00 PM,11:52:00 PM,29/09/2015
7868,9,5:57:00 PM,10:40:00 PM,29/09/2015
7869,10,5:02:00 PM,10:41:00 PM,29/09/2015
7870,11,11:47:00 AM,5:55:00 PM,29/09/2015
7871,12,11:25:00 AM,4:26:00 PM,29/09/2015
7872,13,5:27:00 PM,10:01:00 PM,29/09/2015
7873,14,11:12:00 AM,5:30:00 PM,29/09/2015
7874,15,10:47:00 AM,5:44:00 PM,29/09/2015
7875,16,5:32:00 PM,11:30:00 PM,29/09/2015
7876,17,11:44:00 AM,5:54:00 PM,29/09/2015
7877,18,10:15:00 AM,5:00:00 PM,29/09/2015
7878,19,4:13:00 PM,11:12:00 PM,29/09/2015
7879,20,10:04:00 AM,4:01:00 PM,29/09/2015
7880,21,4:17:00 PM,10:51:00 PM,29/09/2015
7881,22,10:34:00 AM,4:32:00 PM,29/09/2015
7882,23,4:31:00 PM,10:35:00 PM,29/09/2015
7883,24,4:45:00 PM,10:27:00 PM,29/09/2015
7884,25,11:54:00 AM,5:09:00 PM,29/09/2015
7885,26,10:06:00 AM,4:34:00 PM,29/09/2015
7886,27,4:03:00 PM,10:07:00 PM,29/09/2015
7887,28,10:21:00 AM,3:37:00 PM,29/09/2015
7888,29,5:29:00 PM,11:30:00 PM,29/09/2015
7889,1,10:47:00 AM,4:18:00 PM,30/09/2015
7890,2,5:30:00 PM,11:20:00 PM,30/09/2015
7891,3,10:10:00 AM,4:53:00 PM,30/09/2015
7892,4,5:19:00 PM,11:07:00 PM,30/09/2015
7893,5,4:20:00 PM,10:09:00 PM,30/09/2015
7894,6,10:07:00 AM,5:03:00 PM,30/09/2015
7895,7,11:19:00 AM,4:51:00 PM,30/09/2015
7896,8,5:22:00 PM,11:23:00 PM,30/09/2015
7897,9,5:55:00 PM,11:19:00 PM,30/09/2015
7898,10,5:01:00 PM,10:40:00 PM,30/09/2015
7899,11,11:52:00 AM,5:35:00 PM,30/09/2015
7900,12,10:38:00 AM,5:06:00 PM,30/09/2015
7901,13,5:27:00 PM,11:05:00 PM,30/09/2015
7902,14,11:48:00 AM,4:57:00 PM,30/09/2015
7903,15,11:49:00 AM,4:40:00 PM,30/09/2015
7904,16,4:53:00 PM,10:38:00 PM,30/09/2015
7905,17,10:08:00 AM,5:05:00 PM,30/09/2015
7906,18,11:15:00 AM,4:50:00 PM,30/09/2015
7907,19,4:28:00 PM,10:31:00 PM,30/09/2015
7908,20,11:06:00 AM,5:07:00 PM,30/09/2015
7909,21,5:15:00 PM,10:03:00 PM,30/09/2015
7910,22,11:13:00 AM,4:41:00 PM,30/09/2015
7911,23,4:03:00 PM,11:04:00 PM,30/09/2015
7912,24,5:49:00 PM,10:26:00 PM,30/09/2015
7913,25,10:07:00 AM,5:35:00 PM,30/09/2015
7914,26,11:37:00 AM,3:14:00 PM,30/09/2015
7915,27,4:06:00 PM,10:33:00 PM,30/09/2015
7916,28,10:23:00 AM,3:08:00 PM,30/09/2015
7917,29,4:04:00 PM,11:16:00 PM,30/09/2015
7918,1,10:00:00 AM,3:42:00 PM,01/10/2015
7919,2,4:19:00 PM,10:50:00 PM,01/10/2015
7920,3,10:57:00 AM,3:03:00 PM,01/10/2015
7921,4,4:06:00 PM,10:24:00 PM,01/10/2015
7922,5,4:16:00 PM,10:36:00 PM,01/10/2015
7923,6,11:47:00 AM,4:18:00 PM,01/10/2015
7924,7,11:29:00 AM,5:54:00 PM,01/10/2015
7925,8,4:25:00 PM,11:33:00 PM,01/10/2015
7926,9,5:44:00 PM,10:42:00 PM,01/10/2015
7927,10,4:00:00 PM,11:30:00 PM,01/10/2015
7928,11,11:36:00 AM,3:48:00 PM,01/10/2015
7929,12,10:41:00 AM,3:39:00 PM,01/10/2015
7930,13,4:20:00 PM,10:34:00 PM,01/10/2015
7931,14,10:17:00 AM,4:50:00 PM,01/10/2015
7932,15,10:23:00 AM,5:59:00 PM,01/10/2015
7933,16,5:53:00 PM,11:43:00 PM,01/10/2015
7934,17,11:17:00 AM,3:18:00 PM,01/10/2015
7935,18,11:27:00 AM,4:20:00 PM,01/10/2015
7936,19,5:35:00 PM,11:51:00 PM,01/10/2015
7937,20,11:48:00 AM,4:53:00 PM,01/10/2015
7938,21,5:10:00 PM,11:03:00 PM,01/10/2015
7939,22,11:18:00 AM,4:27:00 PM,01/10/2015
7940,23,5:45:00 PM,11:26:00 PM,01/10/2015
7941,24,5:33:00 PM,10:36:00 PM,01/10/2015
7942,25,10:15:00 AM,4:38:00 PM,01/10/2015
7943,26,11:57:00 AM,3:06:00 PM,01/10/2015
7944,27,4:39:00 PM,10:10:00 PM,01/10/2015
7945,28,10:31:00 AM,3:19:00 PM,01/10/2015
7946,29,5:01:00 PM,10:11:00 PM,01/10/2015
7947,1,10:36:00 AM,3:20:00 PM,02/10/2015
7948,2,5:38:00 PM,11:46:00 PM,02/10/2015
7949,3,11:00:00 AM,3:39:00 PM,02/10/2015
7950,4,4:01:00 PM,10:21:00 PM,02/10/2015
7951,5,4:58:00 PM,10:29:00 PM,02/10/2015
7952,6,10:12:00 AM,5:55:00 PM,02/10/2015
7953,7,11:39:00 AM,5:52:00 PM,02/10/2015
7954,8,5:08:00 PM,10:42:00 PM,02/10/2015
7955,9,4:24:00 PM,10:27:00 PM,02/10/2015
7956,10,5:35:00 PM,11:54:00 PM,02/10/2015
7957,11,11:41:00 AM,5:53:00 PM,02/10/2015
7958,12,11:06:00 AM,3:46:00 PM,02/10/2015
7959,13,5:54:00 PM,10:35:00 PM,02/10/2015
7960,14,10:24:00 AM,5:38:00 PM,02/10/2015
7961,15,11:14:00 AM,5:56:00 PM,02/10/2015
7962,16,5:12:00 PM,10:24:00 PM,02/10/2015
7963,17,11:09:00 AM,5:48:00 PM,02/10/2015
7964,18,11:03:00 AM,4:12:00 PM,02/10/2015
7965,19,5:16:00 PM,10:41:00 PM,02/10/2015
7966,20,11:33:00 AM,5:18:00 PM,02/10/2015
7967,21,4:06:00 PM,10:31:00 PM,02/10/2015
7968,22,11:41:00 AM,3:23:00 PM,02/10/2015
7969,23,5:59:00 PM,11:44:00 PM,02/10/2015
7970,24,5:47:00 PM,10:56:00 PM,02/10/2015
7971,25,11:01:00 AM,3:17:00 PM,02/10/2015
7972,26,10:28:00 AM,3:47:00 PM,02/10/2015
7973,27,4:28:00 PM,11:28:00 PM,02/10/2015
7974,28,11:09:00 AM,5:37:00 PM,02/10/2015
7975,29,5:04:00 PM,10:34:00 PM,02/10/2015
7976,1,11:44:00 AM,5:32:00 PM,03/10/2015
7977,2,5:32:00 PM,10:20:00 PM,03/10/2015
7978,3,11:13:00 AM,3:51:00 PM,03/10/2015
7979,4,4:56:00 PM,11:48:00 PM,03/10/2015
7980,5,4:24:00 PM,10:19:00 PM,03/10/2015
7981,6,11:46:00 AM,4:36:00 PM,03/10/2015
7982,7,10:58:00 AM,5:35:00 PM,03/10/2015
7983,8,5:06:00 PM,10:59:00 PM,03/10/2015
7984,9,5:04:00 PM,11:42:00 PM,03/10/2015
7985,10,5:23:00 PM,10:53:00 PM,03/10/2015
7986,11,10:03:00 AM,5:43:00 PM,03/10/2015
7987,12,10:14:00 AM,5:33:00 PM,03/10/2015
7988,13,4:20:00 PM,11:16:00 PM,03/10/2015
7989,14,10:26:00 AM,3:22:00 PM,03/10/2015
7990,15,11:06:00 AM,4:30:00 PM,03/10/2015
7991,16,4:36:00 PM,10:30:00 PM,03/10/2015
7992,17,10:09:00 AM,5:24:00 PM,03/10/2015
7993,18,11:30:00 AM,3:20:00 PM,03/10/2015
7994,19,5:19:00 PM,11:00:00 PM,03/10/2015
7995,20,10:31:00 AM,4:50:00 PM,03/10/2015
7996,21,4:53:00 PM,11:24:00 PM,03/10/2015
7997,22,11:07:00 AM,5:05:00 PM,03/10/2015
7998,23,4:13:00 PM,10:37:00 PM,03/10/2015
7999,24,4:53:00 PM,11:01:00 PM,03/10/2015
8000,25,11:30:00 AM,4:05:00 PM,03/10/2015
8001,26,11:10:00 AM,4:03:00 PM,03/10/2015
8002,27,5:07:00 PM,10:58:00 PM,03/10/2015
8003,28,11:33:00 AM,3:35:00 PM,03/10/2015
8004,29,4:39:00 PM,10:11:00 PM,03/10/2015
8005,1,10:40:00 AM,4:14:00 PM,04/10/2015
8006,2,4:37:00 PM,10:46:00 PM,04/10/2015
8007,3,10:23:00 AM,5:53:00 PM,04/10/2015
8008,4,4:15:00 PM,11:03:00 PM,04/10/2015
8009,5,4:35:00 PM,10:35:00 PM,04/10/2015
8010,6,10:17:00 AM,3:51:00 PM,04/10/2015
8011,7,10:46:00 AM,3:56:00 PM,04/10/2015
8012,8,5:04:00 PM,10:14:00 PM,04/10/2015
8013,9,5:51:00 PM,10:51:00 PM,04/10/2015
8014,10,5:21:00 PM,11:06:00 PM,04/10/2015
8015,11,11:45:00 AM,4:49:00 PM,04/10/2015
8016,12,10:20:00 AM,5:52:00 PM,04/10/2015
8017,13,4:03:00 PM,11:36:00 PM,04/10/2015
8018,14,10:12:00 AM,5:03:00 PM,04/10/2015
8019,15,11:18:00 AM,3:55:00 PM,04/10/2015
8020,16,4:33:00 PM,10:31:00 PM,04/10/2015
8021,17,10:58:00 AM,3:30:00 PM,04/10/2015
8022,18,10:53:00 AM,3:17:00 PM,04/10/2015
8023,19,5:33:00 PM,11:10:00 PM,04/10/2015
8024,20,11:34:00 AM,3:05:00 PM,04/10/2015
8025,21,4:13:00 PM,11:33:00 PM,04/10/2015
8026,22,10:35:00 AM,5:01:00 PM,04/10/2015
8027,23,5:03:00 PM,10:42:00 PM,04/10/2015
8028,24,4:14:00 PM,11:40:00 PM,04/10/2015
8029,25,10:51:00 AM,4:39:00 PM,04/10/2015
8030,26,11:01:00 AM,3:08:00 PM,04/10/2015
8031,27,5:40:00 PM,10:03:00 PM,04/10/2015
8032,28,10:12:00 AM,5:33:00 PM,04/10/2015
8033,29,4:16:00 PM,10:28:00 PM,04/10/2015
8034,1,10:52:00 AM,3:45:00 PM,05/10/2015
8035,2,5:07:00 PM,10:50:00 PM,05/10/2015
8036,3,11:53:00 AM,4:48:00 PM,05/10/2015
8037,4,4:02:00 PM,11:03:00 PM,05/10/2015
8038,5,5:33:00 PM,11:24:00 PM,05/10/2015
8039,6,11:54:00 AM,4:41:00 PM,05/10/2015
8040,7,10:07:00 AM,3:04:00 PM,05/10/2015
8041,8,4:33:00 PM,11:49:00 PM,05/10/2015
8042,9,5:38:00 PM,11:28:00 PM,05/10/2015
8043,10,4:09:00 PM,10:58:00 PM,05/10/2015
8044,11,11:54:00 AM,4:02:00 PM,05/10/2015
8045,12,11:45:00 AM,3:43:00 PM,05/10/2015
8046,13,4:25:00 PM,11:42:00 PM,05/10/2015
8047,14,11:22:00 AM,4:09:00 PM,05/10/2015
8048,15,11:55:00 AM,3:51:00 PM,05/10/2015
8049,16,5:09:00 PM,10:38:00 PM,05/10/2015
8050,17,10:24:00 AM,4:23:00 PM,05/10/2015
8051,18,10:54:00 AM,5:30:00 PM,05/10/2015
8052,19,5:22:00 PM,10:25:00 PM,05/10/2015
8053,20,11:30:00 AM,3:23:00 PM,05/10/2015
8054,21,5:33:00 PM,10:01:00 PM,05/10/2015
8055,22,11:22:00 AM,4:53:00 PM,05/10/2015
8056,23,5:02:00 PM,10:43:00 PM,05/10/2015
8057,24,4:28:00 PM,10:16:00 PM,05/10/2015
8058,25,10:32:00 AM,3:31:00 PM,05/10/2015
8059,26,10:35:00 AM,4:15:00 PM,05/10/2015
8060,27,4:08:00 PM,10:02:00 PM,05/10/2015
8061,28,10:34:00 AM,3:48:00 PM,05/10/2015
8062,29,5:41:00 PM,11:16:00 PM,05/10/2015
8063,1,11:04:00 AM,4:22:00 PM,06/10/2015
8064,2,5:45:00 PM,11:21:00 PM,06/10/2015
8065,3,11:46:00 AM,4:33:00 PM,06/10/2015
8066,4,4:09:00 PM,11:22:00 PM,06/10/2015
8067,5,4:16:00 PM,11:42:00 PM,06/10/2015
8068,6,10:50:00 AM,5:15:00 PM,06/10/2015
8069,7,10:41:00 AM,4:14:00 PM,06/10/2015
8070,8,5:37:00 PM,10:02:00 PM,06/10/2015
8071,9,4:28:00 PM,11:35:00 PM,06/10/2015
8072,10,4:11:00 PM,11:22:00 PM,06/10/2015
8073,11,10:42:00 AM,5:53:00 PM,06/10/2015
8074,12,11:24:00 AM,4:04:00 PM,06/10/2015
8075,13,5:36:00 PM,11:00:00 PM,06/10/2015
8076,14,11:14:00 AM,3:02:00 PM,06/10/2015
8077,15,11:27:00 AM,5:18:00 PM,06/10/2015
8078,16,5:59:00 PM,10:29:00 PM,06/10/2015
8079,17,10:44:00 AM,3:16:00 PM,06/10/2015
8080,18,10:12:00 AM,3:08:00 PM,06/10/2015
8081,19,4:16:00 PM,10:32:00 PM,06/10/2015
8082,20,10:42:00 AM,4:19:00 PM,06/10/2015
8083,21,5:41:00 PM,10:34:00 PM,06/10/2015
8084,22,10:50:00 AM,5:05:00 PM,06/10/2015
8085,23,5:05:00 PM,10:28:00 PM,06/10/2015
8086,24,4:35:00 PM,11:07:00 PM,06/10/2015
8087,25,10:30:00 AM,4:54:00 PM,06/10/2015
8088,26,11:58:00 AM,3:27:00 PM,06/10/2015
8089,27,4:16:00 PM,10:57:00 PM,06/10/2015
8090,28,11:08:00 AM,3:01:00 PM,06/10/2015
8091,29,4:23:00 PM,10:33:00 PM,06/10/2015
8092,1,11:32:00 AM,3:45:00 PM,07/10/2015
8093,2,5:04:00 PM,10:58:00 PM,07/10/2015
8094,3,10:34:00 AM,4:26:00 PM,07/10/2015
8095,4,4:51:00 PM,10:24:00 PM,07/10/2015
8096,5,4:00:00 PM,11:08:00 PM,07/10/2015
8097,6,10:13:00 AM,5:31:00 PM,07/10/2015
8098,7,10:16:00 AM,4:45:00 PM,07/10/2015
8099,8,5:20:00 PM,11:44:00 PM,07/10/2015
8100,9,4:39:00 PM,10:40:00 PM,07/10/2015
8101,10,5:55:00 PM,11:46:00 PM,07/10/2015
8102,11,10:29:00 AM,5:04:00 PM,07/10/2015
8103,12,10:24:00 AM,5:22:00 PM,07/10/2015
8104,13,5:15:00 PM,11:21:00 PM,07/10/2015
8105,14,11:16:00 AM,3:26:00 PM,07/10/2015
8106,15,11:52:00 AM,3:28:00 PM,07/10/2015
8107,16,5:02:00 PM,10:06:00 PM,07/10/2015
8108,17,11:00:00 AM,4:20:00 PM,07/10/2015
8109,18,11:16:00 AM,3:40:00 PM,07/10/2015
8110,19,4:06:00 PM,11:37:00 PM,07/10/2015
8111,20,11:33:00 AM,3:37:00 PM,07/10/2015
8112,21,5:02:00 PM,10:58:00 PM,07/10/2015
8113,22,10:49:00 AM,4:22:00 PM,07/10/2015
8114,23,4:06:00 PM,11:37:00 PM,07/10/2015
8115,24,5:52:00 PM,11:20:00 PM,07/10/2015
8116,25,11:03:00 AM,5:54:00 PM,07/10/2015
8117,26,11:57:00 AM,5:42:00 PM,07/10/2015
8118,27,4:05:00 PM,10:00:00 PM,07/10/2015
8119,28,10:52:00 AM,5:51:00 PM,07/10/2015
8120,29,5:57:00 PM,11:33:00 PM,07/10/2015
8121,1,11:46:00 AM,4:19:00 PM,08/10/2015
8122,2,5:02:00 PM,11:27:00 PM,08/10/2015
8123,3,11:27:00 AM,4:53:00 PM,08/10/2015
8124,4,4:07:00 PM,10:03:00 PM,08/10/2015
8125,5,5:18:00 PM,10:31:00 PM,08/10/2015
8126,6,10:28:00 AM,5:37:00 PM,08/10/2015
8127,7,11:07:00 AM,4:20:00 PM,08/10/2015
8128,8,4:34:00 PM,10:31:00 PM,08/10/2015
8129,9,4:49:00 PM,11:45:00 PM,08/10/2015
8130,10,5:17:00 PM,11:29:00 PM,08/10/2015
8131,11,11:08:00 AM,5:07:00 PM,08/10/2015
8132,12,11:24:00 AM,3:13:00 PM,08/10/2015
8133,13,5:51:00 PM,11:03:00 PM,08/10/2015
8134,14,11:04:00 AM,3:58:00 PM,08/10/2015
8135,15,10:20:00 AM,4:54:00 PM,08/10/2015
8136,16,4:02:00 PM,10:38:00 PM,08/10/2015
8137,17,11:12:00 AM,4:03:00 PM,08/10/2015
8138,18,11:41:00 AM,5:33:00 PM,08/10/2015
8139,19,4:06:00 PM,11:52:00 PM,08/10/2015
8140,20,10:19:00 AM,5:45:00 PM,08/10/2015
8141,21,5:03:00 PM,10:52:00 PM,08/10/2015
8142,22,10:23:00 AM,5:20:00 PM,08/10/2015
8143,23,4:22:00 PM,11:10:00 PM,08/10/2015
8144,24,4:42:00 PM,11:16:00 PM,08/10/2015
8145,25,11:26:00 AM,3:41:00 PM,08/10/2015
8146,26,10:42:00 AM,5:43:00 PM,08/10/2015
8147,27,4:11:00 PM,10:02:00 PM,08/10/2015
8148,28,11:17:00 AM,4:21:00 PM,08/10/2015
8149,29,5:17:00 PM,10:43:00 PM,08/10/2015
8150,1,10:47:00 AM,5:42:00 PM,09/10/2015
8151,2,4:51:00 PM,11:21:00 PM,09/10/2015
8152,3,11:30:00 AM,5:58:00 PM,09/10/2015
8153,4,4:25:00 PM,11:28:00 PM,09/10/2015
8154,5,4:52:00 PM,11:41:00 PM,09/10/2015
8155,6,11:04:00 AM,4:34:00 PM,09/10/2015
8156,7,11:19:00 AM,3:22:00 PM,09/10/2015
8157,8,4:48:00 PM,10:37:00 PM,09/10/2015
8158,9,5:35:00 PM,10:26:00 PM,09/10/2015
8159,10,5:50:00 PM,10:24:00 PM,09/10/2015
8160,11,11:46:00 AM,3:37:00 PM,09/10/2015
8161,12,10:18:00 AM,5:18:00 PM,09/10/2015
8162,13,4:35:00 PM,11:42:00 PM,09/10/2015
8163,14,10:57:00 AM,3:45:00 PM,09/10/2015
8164,15,11:34:00 AM,3:37:00 PM,09/10/2015
8165,16,5:17:00 PM,11:01:00 PM,09/10/2015
8166,17,11:59:00 AM,4:08:00 PM,09/10/2015
8167,18,11:17:00 AM,5:36:00 PM,09/10/2015
8168,19,5:29:00 PM,11:29:00 PM,09/10/2015
8169,20,10:24:00 AM,5:24:00 PM,09/10/2015
8170,21,5:53:00 PM,11:02:00 PM,09/10/2015
8171,22,10:17:00 AM,4:28:00 PM,09/10/2015
8172,23,4:51:00 PM,10:05:00 PM,09/10/2015
8173,24,4:56:00 PM,10:43:00 PM,09/10/2015
8174,25,10:40:00 AM,5:46:00 PM,09/10/2015
8175,26,10:44:00 AM,4:54:00 PM,09/10/2015
8176,27,5:01:00 PM,11:44:00 PM,09/10/2015
8177,28,11:20:00 AM,4:35:00 PM,09/10/2015
8178,29,4:17:00 PM,11:39:00 PM,09/10/2015
8179,1,11:02:00 AM,4:24:00 PM,10/10/2015
8180,2,4:48:00 PM,11:17:00 PM,10/10/2015
8181,3,11:25:00 AM,3:28:00 PM,10/10/2015
8182,4,5:23:00 PM,10:18:00 PM,10/10/2015
8183,5,5:02:00 PM,10:47:00 PM,10/10/2015
8184,6,10:01:00 AM,4:21:00 PM,10/10/2015
8185,7,10:27:00 AM,3:55:00 PM,10/10/2015
8186,8,4:15:00 PM,11:55:00 PM,10/10/2015
8187,9,4:42:00 PM,11:50:00 PM,10/10/2015
8188,10,5:15:00 PM,10:11:00 PM,10/10/2015
8189,11,10:30:00 AM,5:43:00 PM,10/10/2015
8190,12,11:00:00 AM,4:05:00 PM,10/10/2015
8191,13,5:45:00 PM,11:27:00 PM,10/10/2015
8192,14,10:45:00 AM,5:40:00 PM,10/10/2015
8193,15,10:08:00 AM,3:49:00 PM,10/10/2015
8194,16,4:54:00 PM,10:03:00 PM,10/10/2015
8195,17,10:29:00 AM,4:45:00 PM,10/10/2015
8196,18,10:46:00 AM,3:32:00 PM,10/10/2015
8197,19,4:17:00 PM,11:35:00 PM,10/10/2015
8198,20,11:53:00 AM,4:09:00 PM,10/10/2015
8199,21,5:05:00 PM,11:06:00 PM,10/10/2015
8200,22,11:48:00 AM,3:05:00 PM,10/10/2015
8201,23,5:07:00 PM,11:00:00 PM,10/10/2015
8202,24,5:29:00 PM,11:43:00 PM,10/10/2015
8203,25,10:10:00 AM,3:15:00 PM,10/10/2015
8204,26,11:25:00 AM,3:38:00 PM,10/10/2015
8205,27,4:17:00 PM,11:03:00 PM,10/10/2015
8206,28,10:07:00 AM,4:43:00 PM,10/10/2015
8207,29,5:52:00 PM,11:07:00 PM,10/10/2015
8208,1,11:00:00 AM,3:50:00 PM,11/10/2015
8209,2,4:47:00 PM,10:12:00 PM,11/10/2015
8210,3,11:02:00 AM,3:27:00 PM,11/10/2015
8211,4,5:24:00 PM,11:27:00 PM,11/10/2015
8212,5,5:06:00 PM,11:15:00 PM,11/10/2015
8213,6,10:33:00 AM,4:53:00 PM,11/10/2015
8214,7,11:53:00 AM,4:47:00 PM,11/10/2015
8215,8,5:42:00 PM,10:41:00 PM,11/10/2015
8216,9,5:14:00 PM,10:59:00 PM,11/10/2015
8217,10,4:35:00 PM,10:53:00 PM,11/10/2015
8218,11,11:08:00 AM,3:10:00 PM,11/10/2015
8219,12,10:48:00 AM,5:49:00 PM,11/10/2015
8220,13,4:05:00 PM,10:28:00 PM,11/10/2015
8221,14,11:25:00 AM,3:09:00 PM,11/10/2015
8222,15,11:59:00 AM,3:57:00 PM,11/10/2015
8223,16,4:39:00 PM,11:38:00 PM,11/10/2015
8224,17,10:04:00 AM,3:45:00 PM,11/10/2015
8225,18,11:36:00 AM,5:29:00 PM,11/10/2015
8226,19,5:30:00 PM,10:45:00 PM,11/10/2015
8227,20,10:19:00 AM,4:28:00 PM,11/10/2015
8228,21,4:55:00 PM,10:22:00 PM,11/10/2015
8229,22,11:26:00 AM,4:52:00 PM,11/10/2015
8230,23,5:28:00 PM,11:36:00 PM,11/10/2015
8231,24,5:05:00 PM,11:30:00 PM,11/10/2015
8232,25,10:37:00 AM,4:52:00 PM,11/10/2015
8233,26,10:35:00 AM,3:28:00 PM,11/10/2015
8234,27,4:42:00 PM,11:39:00 PM,11/10/2015
8235,28,10:43:00 AM,5:04:00 PM,11/10/2015
8236,29,4:27:00 PM,10:59:00 PM,11/10/2015
8237,1,10:14:00 AM,3:04:00 PM,12/10/2015
8238,2,4:43:00 PM,10:38:00 PM,12/10/2015
8239,3,11:22:00 AM,5:44:00 PM,12/10/2015
8240,4,4:35:00 PM,10:54:00 PM,12/10/2015
8241,5,4:52:00 PM,11:16:00 PM,12/10/2015
8242,6,11:43:00 AM,3:20:00 PM,12/10/2015
8243,7,11:00:00 AM,3:51:00 PM,12/10/2015
8244,8,4:50:00 PM,10:30:00 PM,12/10/2015
8245,9,5:43:00 PM,11:57:00 PM,12/10/2015
8246,10,5:29:00 PM,10:10:00 PM,12/10/2015
8247,11,11:31:00 AM,3:35:00 PM,12/10/2015
8248,12,10:15:00 AM,4:49:00 PM,12/10/2015
8249,13,5:27:00 PM,11:09:00 PM,12/10/2015
8250,14,11:48:00 AM,4:33:00 PM,12/10/2015
8251,15,10:13:00 AM,3:23:00 PM,12/10/2015
8252,16,5:05:00 PM,10:37:00 PM,12/10/2015
8253,17,11:45:00 AM,3:38:00 PM,12/10/2015
8254,18,10:16:00 AM,4:01:00 PM,12/10/2015
8255,19,5:37:00 PM,11:51:00 PM,12/10/2015
8256,20,11:34:00 AM,5:54:00 PM,12/10/2015
8257,21,5:17:00 PM,10:05:00 PM,12/10/2015
8258,22,10:20:00 AM,3:16:00 PM,12/10/2015
8259,23,4:07:00 PM,11:45:00 PM,12/10/2015
8260,24,4:43:00 PM,11:10:00 PM,12/10/2015
8261,25,11:28:00 AM,5:06:00 PM,12/10/2015
8262,26,10:57:00 AM,4:35:00 PM,12/10/2015
8263,27,4:35:00 PM,10:33:00 PM,12/10/2015
8264,28,10:06:00 AM,5:34:00 PM,12/10/2015
8265,29,5:24:00 PM,11:52:00 PM,12/10/2015
8266,1,10:29:00 AM,3:16:00 PM,13/10/2015
8267,2,5:11:00 PM,11:37:00 PM,13/10/2015
8268,3,10:55:00 AM,4:50:00 PM,13/10/2015
8269,4,5:55:00 PM,10:17:00 PM,13/10/2015
8270,5,5:14:00 PM,10:25:00 PM,13/10/2015
8271,6,10:12:00 AM,5:10:00 PM,13/10/2015
8272,7,10:04:00 AM,4:05:00 PM,13/10/2015
8273,8,5:28:00 PM,11:40:00 PM,13/10/2015
8274,9,4:02:00 PM,11:06:00 PM,13/10/2015
8275,10,4:19:00 PM,11:47:00 PM,13/10/2015
8276,11,11:47:00 AM,5:17:00 PM,13/10/2015
8277,12,11:06:00 AM,4:33:00 PM,13/10/2015
8278,13,4:48:00 PM,10:58:00 PM,13/10/2015
8279,14,10:33:00 AM,3:43:00 PM,13/10/2015
8280,15,11:21:00 AM,3:27:00 PM,13/10/2015
8281,16,5:46:00 PM,10:31:00 PM,13/10/2015
8282,17,10:34:00 AM,4:27:00 PM,13/10/2015
8283,18,10:01:00 AM,3:18:00 PM,13/10/2015
8284,19,4:52:00 PM,10:23:00 PM,13/10/2015
8285,20,10:27:00 AM,4:20:00 PM,13/10/2015
8286,21,5:22:00 PM,10:59:00 PM,13/10/2015
8287,22,11:40:00 AM,4:20:00 PM,13/10/2015
8288,23,5:42:00 PM,11:54:00 PM,13/10/2015
8289,24,4:59:00 PM,11:10:00 PM,13/10/2015
8290,25,10:11:00 AM,4:31:00 PM,13/10/2015
8291,26,10:35:00 AM,3:06:00 PM,13/10/2015
8292,27,4:25:00 PM,11:55:00 PM,13/10/2015
8293,28,10:08:00 AM,3:23:00 PM,13/10/2015
8294,29,5:36:00 PM,11:49:00 PM,13/10/2015
8295,1,10:48:00 AM,4:14:00 PM,14/10/2015
8296,2,5:15:00 PM,11:30:00 PM,14/10/2015
8297,3,10:45:00 AM,4:21:00 PM,14/10/2015
8298,4,5:25:00 PM,11:50:00 PM,14/10/2015
8299,5,5:36:00 PM,10:57:00 PM,14/10/2015
8300,6,10:02:00 AM,3:44:00 PM,14/10/2015
8301,7,11:50:00 AM,5:01:00 PM,14/10/2015
8302,8,4:27:00 PM,10:41:00 PM,14/10/2015
8303,9,4:40:00 PM,11:20:00 PM,14/10/2015
8304,10,5:08:00 PM,11:47:00 PM,14/10/2015
8305,11,10:04:00 AM,3:51:00 PM,14/10/2015
8306,12,10:00:00 AM,5:54:00 PM,14/10/2015
8307,13,4:34:00 PM,10:38:00 PM,14/10/2015
8308,14,11:31:00 AM,3:04:00 PM,14/10/2015
8309,15,10:07:00 AM,3:40:00 PM,14/10/2015
8310,16,4:00:00 PM,11:02:00 PM,14/10/2015
8311,17,11:04:00 AM,3:18:00 PM,14/10/2015
8312,18,11:28:00 AM,4:37:00 PM,14/10/2015
8313,19,5:45:00 PM,11:32:00 PM,14/10/2015
8314,20,10:20:00 AM,3:35:00 PM,14/10/2015
8315,21,5:03:00 PM,10:34:00 PM,14/10/2015
8316,22,10:51:00 AM,5:55:00 PM,14/10/2015
8317,23,5:38:00 PM,11:13:00 PM,14/10/2015
8318,24,5:38:00 PM,11:30:00 PM,14/10/2015
8319,25,10:01:00 AM,5:45:00 PM,14/10/2015
8320,26,11:25:00 AM,3:19:00 PM,14/10/2015
