BOOKING_ID,RESERVATION_DATE,RESERVATION_TIME,ARRIVAL_TIME,PEOPLE,PURPOSE,STATUS_ORDER,TABLE_NUMBER
1272,02/08/2015,1:00:00 PM,1:06:00 PM,9,Important Date,Ok,10
1273,02/08/2015,2:00:00 PM,2:10:00 PM,3,Dinner with Friends,Ok,4
1274,02/08/2015,2:00:00 PM,2:12:00 PM,2,Sweet Anniversary,Ok,1
1275,02/08/2015,2:30:00 PM,2:33:00 PM,4,Dinner with Friends,Ok,6
1276,02/08/2015,2:30:00 PM,2:37:00 PM,1,Single Dinner,Ok,2
1277,02/08/2015,3:00:00 PM,3:00:00 PM,1,Single Dinner,Ok,3
1278,02/08/2015,3:00:00 PM,3:10:00 PM,2,Sweet Anniversary,Ok,1
1279,02/08/2015,3:30:00 PM,3:33:00 PM,1,Single Dinner,Ok,3
1280,02/08/2015,3:45:00 PM,3:46:00 PM,4,Dinner with Friends,Ok,7
1281,02/08/2015,4:15:00 PM,4:28:00 PM,1,Single Dinner,Ok,2
1282,02/08/2015,5:00:00 PM,5:02:00 PM,1,Single Dinner,Ok,3
1283,02/08/2015,5:15:00 PM,5:19:00 PM,2,Sweet Anniversary,Ok,1
1284,02/08/2015,5:15:00 PM,5:20:00 PM,2,Sweet Anniversary,Ok,2
1285,02/08/2015,5:45:00 PM,5:53:00 PM,3,Dinner with Friends,Ok,5
1286,02/08/2015,6:00:00 PM,6:02:00 PM,4,Dinner with Friends,Ok,6
1287,02/08/2015,6:00:00 PM,6:06:00 PM,3,Dinner with Friends,Ok,4
1288,02/08/2015,6:15:00 PM,6:20:00 PM,3,Dinner with Friends,Ok,5
1289,02/08/2015,6:15:00 PM,6:24:00 PM,1,Single Dinner,Ok,3
1290,02/08/2015,6:45:00 PM,6:50:00 PM,2,Sweet Anniversary,Ok,1
1291,02/08/2015,6:45:00 PM,6:51:00 PM,1,Single Dinner,Ok,2
1292,02/08/2015,6:45:00 PM,6:54:00 PM,2,Sweet Anniversary,Ok,3
1293,02/08/2015,7:00:00 PM,7:07:00 PM,3,Dinner with Friends,Ok,4
1294,02/08/2015,7:15:00 PM,7:20:00 PM,2,Sweet Anniversary,Ok,1
1295,02/08/2015,8:15:00 PM,8:20:00 PM,3,Dinner with Friends,Ok,5
1296,02/08/2015,9:15:00 PM,9:21:00 PM,1,Single Dinner,Ok,1
1297,02/08/2015,9:15:00 PM,,10,Important Date,Cancelled,10
1298,02/08/2015,9:15:00 PM,,2,Sweet Anniversary,Cancelled,3
1299,02/08/2015,9:45:00 PM,9:52:00 PM,4,Dinner with Friends,Ok,7
1300,02/08/2015,10:00:00 PM,,7,Birthday Celebration,Cancelled,9
1301,02/08/2015,10:15:00 PM,10:21:00 PM,2,Sweet Anniversary,Ok,2
1302,02/08/2015,10:15:00 PM,10:23:00 PM,1,Single Dinner,Ok,3
1303,02/09/2015,10:30:00 AM,,4,Dinner with Friends,Cancelled,6
1304,02/09/2015,11:45:00 AM,,1,Single Dinner,Cancelled,1
1305,02/09/2015,12:15:00 PM,12:16:00 PM,1,Single Dinner,Ok,2
1306,02/09/2015,12:15:00 PM,12:19:00 PM,2,Sweet Anniversary,Ok,3
1307,02/09/2015,12:15:00 PM,12:23:00 PM,1,Single Dinner,Ok,1
1308,02/09/2015,12:30:00 PM,12:35:00 PM,4,Dinner with Friends,Ok,6
1309,02/09/2015,12:30:00 PM,,6,Dinner with Friends,Cancelled,8
1310,02/09/2015,1:00:00 PM,1:02:00 PM,1,Single Dinner,Ok,2
1311,02/09/2015,1:00:00 PM,1:07:00 PM,3,Dinner with Friends,Ok,4
1312,02/09/2015,3:00:00 PM,3:14:00 PM,3,Dinner with Friends,Ok,5
1313,02/09/2015,3:15:00 PM,3:26:00 PM,2,Sweet Anniversary,Ok,2
1314,02/09/2015,4:00:00 PM,4:05:00 PM,2,Sweet Anniversary,Ok,3
1315,02/09/2015,4:15:00 PM,4:18:00 PM,2,Sweet Anniversary,Ok,1
1316,02/09/2015,4:45:00 PM,4:49:00 PM,4,Dinner with Friends,Ok,6
1317,02/09/2015,5:00:00 PM,5:12:00 PM,2,Sweet Anniversary,Ok,2
1318,02/09/2015,5:15:00 PM,5:17:00 PM,1,Single Dinner,Ok,3
1319,02/09/2015,5:15:00 PM,,10,Important Date,Cancelled,10
1320,02/09/2015,5:45:00 PM,5:46:00 PM,1,Single Dinner,Ok,2
1321,02/09/2015,6:00:00 PM,6:05:00 PM,2,Sweet Anniversary,Ok,1
1322,02/09/2015,6:30:00 PM,6:34:00 PM,3,Dinner with Friends,Ok,4
1323,02/09/2015,6:30:00 PM,6:35:00 PM,2,Sweet Anniversary,Ok,2
1324,02/09/2015,7:00:00 PM,,10,Important Date,Cancelled,10
1325,02/09/2015,7:30:00 PM,7:33:00 PM,4,Dinner with Friends,Ok,7
1326,02/09/2015,7:45:00 PM,7:54:00 PM,3,Dinner with Friends,Ok,4
1327,02/09/2015,8:00:00 PM,8:09:00 PM,3,Dinner with Friends,Ok,5
1328,02/09/2015,9:45:00 PM,9:51:00 PM,1,Single Dinner,Ok,3
1329,02/09/2015,10:15:00 PM,,3,Dinner with Friends,Cancelled,4
1330,02/10/2015,11:30:00 AM,11:43:00 AM,3,Dinner with Friends,Ok,4
1331,02/10/2015,11:45:00 AM,11:53:00 AM,1,Single Dinner,Ok,1
1332,02/10/2015,12:00:00 PM,12:09:00 PM,1,Single Dinner,Ok,2
1333,02/10/2015,12:00:00 PM,12:10:00 PM,1,Single Dinner,Ok,3
1334,02/10/2015,12:30:00 PM,12:34:00 PM,2,Sweet Anniversary,Ok,1
1335,02/10/2015,12:30:00 PM,12:41:00 PM,1,Single Dinner,Ok,3
1336,02/10/2015,12:45:00 PM,12:58:00 PM,4,Dinner with Friends,Ok,6
1337,02/10/2015,1:00:00 PM,1:04:00 PM,2,Sweet Anniversary,Ok,2
1338,02/10/2015,1:00:00 PM,1:04:00 PM,3,Dinner with Friends,Ok,5
1339,02/10/2015,1:45:00 PM,1:45:00 PM,1,Single Dinner,Ok,1
1340,02/10/2015,1:45:00 PM,,10,Important Date,Cancelled,10
1341,02/10/2015,1:45:00 PM,1:49:00 PM,1,Single Dinner,Ok,2
1342,02/10/2015,2:00:00 PM,2:06:00 PM,8,Birthday Celebration,Ok,9
1343,02/10/2015,2:00:00 PM,2:11:00 PM,4,Dinner with Friends,Ok,7
1344,02/10/2015,2:15:00 PM,2:23:00 PM,3,Dinner with Friends,Ok,5
1345,02/10/2015,2:15:00 PM,2:25:00 PM,1,Single Dinner,Ok,3
1346,02/10/2015,2:15:00 PM,2:28:00 PM,1,Single Dinner,Ok,1
1347,02/10/2015,3:30:00 PM,3:31:00 PM,1,Single Dinner,Ok,3
1348,02/10/2015,4:30:00 PM,4:43:00 PM,2,Sweet Anniversary,Ok,1
1349,02/10/2015,4:30:00 PM,4:43:00 PM,3,Dinner with Friends,Ok,4
1350,02/10/2015,5:00:00 PM,5:10:00 PM,3,Dinner with Friends,Ok,5
1351,02/10/2015,5:15:00 PM,5:20:00 PM,4,Dinner with Friends,Ok,6
1352,02/10/2015,7:00:00 PM,7:00:00 PM,2,Sweet Anniversary,Ok,3
1353,02/10/2015,7:15:00 PM,7:19:00 PM,4,Dinner with Friends,Ok,7
1354,02/10/2015,8:00:00 PM,8:09:00 PM,4,Dinner with Friends,Ok,6
1355,02/10/2015,8:00:00 PM,8:12:00 PM,2,Sweet Anniversary,Ok,1
1356,02/10/2015,8:00:00 PM,8:13:00 PM,1,Single Dinner,Ok,2
1357,02/10/2015,8:15:00 PM,8:20:00 PM,1,Single Dinner,Ok,3
1358,02/11/2015,11:30:00 AM,11:44:00 AM,1,Single Dinner,Ok,2
1359,02/11/2015,11:45:00 AM,11:53:00 AM,1,Single Dinner,Ok,3
1360,02/11/2015,12:00:00 PM,12:02:00 PM,1,Single Dinner,Ok,2
1361,02/11/2015,12:00:00 PM,12:08:00 PM,1,Single Dinner,Ok,3
1362,02/11/2015,12:15:00 PM,12:27:00 PM,2,Sweet Anniversary,Ok,1
1363,02/11/2015,12:30:00 PM,12:35:00 PM,5,Dinner with Friends,Ok,8
1364,02/11/2015,1:00:00 PM,1:14:00 PM,1,Single Dinner,Ok,1
1365,02/11/2015,1:30:00 PM,1:30:00 PM,4,Dinner with Friends,Ok,6
1366,02/11/2015,1:30:00 PM,1:34:00 PM,1,Single Dinner,Ok,2
1367,02/11/2015,1:30:00 PM,1:43:00 PM,4,Dinner with Friends,Ok,7
1368,02/11/2015,1:45:00 PM,1:52:00 PM,1,Single Dinner,Ok,3
1369,02/11/2015,2:30:00 PM,2:40:00 PM,2,Sweet Anniversary,Ok,1
1370,02/11/2015,2:30:00 PM,2:41:00 PM,1,Single Dinner,Ok,2
1371,02/11/2015,2:45:00 PM,2:50:00 PM,1,Single Dinner,Ok,3
1372,02/11/2015,3:00:00 PM,3:02:00 PM,3,Dinner with Friends,Ok,5
1373,02/11/2015,3:00:00 PM,3:12:00 PM,4,Dinner with Friends,Ok,6
1374,02/11/2015,4:30:00 PM,4:34:00 PM,1,Single Dinner,Ok,1
1375,02/11/2015,5:00:00 PM,5:00:00 PM,1,Single Dinner,Ok,2
1376,02/11/2015,5:00:00 PM,5:08:00 PM,3,Dinner with Friends,Ok,4
1377,02/11/2015,5:15:00 PM,5:22:00 PM,2,Sweet Anniversary,Ok,3
1378,02/11/2015,5:45:00 PM,5:47:00 PM,2,Sweet Anniversary,Ok,1
1379,02/11/2015,5:45:00 PM,5:49:00 PM,1,Single Dinner,Ok,2
1380,02/11/2015,5:45:00 PM,5:53:00 PM,1,Single Dinner,Ok,3
1381,02/11/2015,6:00:00 PM,6:00:00 PM,3,Dinner with Friends,Ok,5
1382,02/11/2015,7:00:00 PM,7:02:00 PM,4,Dinner with Friends,Ok,7
1383,02/11/2015,7:30:00 PM,7:30:00 PM,4,Dinner with Friends,Ok,6
1384,02/11/2015,7:30:00 PM,7:32:00 PM,1,Single Dinner,Ok,2
1385,02/11/2015,7:45:00 PM,7:53:00 PM,3,Dinner with Friends,Ok,4
1386,02/11/2015,7:45:00 PM,7:54:00 PM,2,Sweet Anniversary,Ok,3
1387,02/11/2015,8:00:00 PM,8:06:00 PM,4,Dinner with Friends,Ok,7
1388,02/11/2015,8:00:00 PM,,2,Sweet Anniversary,Cancelled,2
1389,02/11/2015,8:00:00 PM,8:11:00 PM,3,Dinner with Friends,Ok,5
1390,02/11/2015,8:30:00 PM,8:33:00 PM,1,Single Dinner,Ok,1
1391,02/11/2015,9:30:00 PM,9:34:00 PM,1,Single Dinner,Ok,2
1392,02/11/2015,9:30:00 PM,9:44:00 PM,1,Single Dinner,Ok,3
1393,02/11/2015,10:45:00 PM,,6,Dinner with Friends,Cancelled,8
1394,02/12/2015,11:15:00 AM,11:17:00 AM,1,Single Dinner,Ok,2
1395,02/12/2015,11:30:00 AM,11:37:00 AM,3,Dinner with Friends,Ok,4
1396,02/12/2015,11:45:00 AM,11:48:00 AM,2,Sweet Anniversary,Ok,3
1397,02/12/2015,12:00:00 PM,12:03:00 PM,3,Dinner with Friends,Ok,5
1398,02/12/2015,12:00:00 PM,12:12:00 PM,1,Single Dinner,Ok,2
1399,02/12/2015,12:45:00 PM,12:45:00 PM,12,Business Dinner,Ok,11
1400,02/12/2015,12:45:00 PM,12:48:00 PM,6,Dinner with Friends,Ok,8
1401,02/12/2015,1:00:00 PM,1:06:00 PM,1,Single Dinner,Ok,3
1402,02/12/2015,1:15:00 PM,1:18:00 PM,1,Single Dinner,Ok,1
1403,02/12/2015,1:45:00 PM,1:47:00 PM,1,Single Dinner,Ok,2
1404,02/12/2015,2:00:00 PM,2:00:00 PM,2,Sweet Anniversary,Ok,1
1405,02/12/2015,2:00:00 PM,2:00:00 PM,2,Sweet Anniversary,Ok,3
1406,02/12/2015,2:00:00 PM,2:09:00 PM,4,Dinner with Friends,Ok,6
1407,02/12/2015,2:15:00 PM,2:20:00 PM,2,Sweet Anniversary,Ok,2
1408,02/12/2015,2:30:00 PM,2:30:00 PM,4,Dinner with Friends,Ok,7
1409,02/12/2015,2:45:00 PM,2:53:00 PM,1,Single Dinner,Ok,3
1410,02/12/2015,3:00:00 PM,3:04:00 PM,3,Dinner with Friends,Ok,5
1411,02/12/2015,3:45:00 PM,3:53:00 PM,4,Dinner with Friends,Ok,6
1412,02/12/2015,4:00:00 PM,4:04:00 PM,1,Single Dinner,Ok,2
1413,02/12/2015,4:00:00 PM,4:10:00 PM,2,Sweet Anniversary,Ok,3
1414,02/12/2015,4:15:00 PM,4:22:00 PM,2,Sweet Anniversary,Ok,1
1415,02/12/2015,4:45:00 PM,4:58:00 PM,2,Sweet Anniversary,Ok,2
1416,02/12/2015,5:00:00 PM,,1,Single Dinner,Cancelled,3
1417,02/12/2015,5:30:00 PM,5:36:00 PM,4,Dinner with Friends,Ok,7
1418,02/12/2015,6:15:00 PM,6:27:00 PM,2,Sweet Anniversary,Ok,1
1419,02/12/2015,7:00:00 PM,7:04:00 PM,2,Sweet Anniversary,Ok,2
1420,02/12/2015,7:00:00 PM,,2,Sweet Anniversary,Cancelled,1
1421,02/12/2015,7:30:00 PM,,2,Sweet Anniversary,Cancelled,2
1422,02/12/2015,8:15:00 PM,,1,Single Dinner,Cancelled,3
1423,02/12/2015,8:15:00 PM,8:25:00 PM,2,Sweet Anniversary,Ok,3
1424,02/12/2015,10:00:00 PM,10:02:00 PM,4,Dinner with Friends,Ok,7
1425,02/12/2015,10:30:00 PM,,5,Dinner with Friends,Cancelled,8
1426,13/02/2015,11:15:00 AM,11:25:00 AM,1,Single Dinner,Ok,1
1427,13/02/2015,11:30:00 AM,11:37:00 AM,1,Single Dinner,Ok,3
1428,13/02/2015,12:00:00 PM,12:03:00 PM,3,Dinner with Friends,Ok,4
1429,13/02/2015,12:00:00 PM,12:10:00 PM,8,Birthday Celebration,Ok,9
1430,13/02/2015,12:30:00 PM,12:33:00 PM,3,Dinner with Friends,Ok,5
1431,13/02/2015,1:00:00 PM,1:00:00 PM,1,Single Dinner,Ok,1
1432,13/02/2015,1:15:00 PM,1:22:00 PM,1,Single Dinner,Ok,2
1433,13/02/2015,1:15:00 PM,,9,Important Date,Cancelled,10
1434,13/02/2015,1:30:00 PM,1:43:00 PM,12,Business Dinner,Ok,11
1435,13/02/2015,1:45:00 PM,1:46:00 PM,2,Sweet Anniversary,Ok,3
1436,13/02/2015,1:45:00 PM,1:52:00 PM,1,Single Dinner,Ok,1
1437,13/02/2015,1:45:00 PM,1:59:00 PM,3,Dinner with Friends,Ok,4
1438,13/02/2015,2:30:00 PM,2:38:00 PM,1,Single Dinner,Ok,2
1439,13/02/2015,2:45:00 PM,2:53:00 PM,1,Single Dinner,Ok,3
1440,13/02/2015,3:00:00 PM,3:00:00 PM,1,Single Dinner,Ok,1
1441,13/02/2015,3:00:00 PM,,2,Sweet Anniversary,Cancelled,1
1442,13/02/2015,4:45:00 PM,4:49:00 PM,4,Dinner with Friends,Ok,7
1443,13/02/2015,4:45:00 PM,4:57:00 PM,4,Dinner with Friends,Ok,6
1444,13/02/2015,5:15:00 PM,5:15:00 PM,3,Dinner with Friends,Ok,5
1445,13/02/2015,5:15:00 PM,5:19:00 PM,4,Dinner with Friends,Ok,7
1446,13/02/2015,5:15:00 PM,5:24:00 PM,2,Sweet Anniversary,Ok,2
1447,13/02/2015,5:15:00 PM,,4,Dinner with Friends,Cancelled,7
1448,13/02/2015,5:30:00 PM,5:37:00 PM,4,Dinner with Friends,Ok,6
1449,13/02/2015,6:00:00 PM,6:01:00 PM,2,Sweet Anniversary,Ok,3
1450,13/02/2015,6:00:00 PM,6:10:00 PM,1,Single Dinner,Ok,1
1451,13/02/2015,6:00:00 PM,,2,Sweet Anniversary,Cancelled,2
1452,13/02/2015,6:15:00 PM,6:27:00 PM,3,Dinner with Friends,Ok,4
1453,13/02/2015,7:45:00 PM,7:52:00 PM,4,Dinner with Friends,Ok,7
1454,13/02/2015,8:00:00 PM,8:02:00 PM,1,Single Dinner,Ok,1
1455,13/02/2015,8:00:00 PM,8:08:00 PM,2,Sweet Anniversary,Ok,2
1456,13/02/2015,8:00:00 PM,,5,Dinner with Friends,Cancelled,8
1457,13/02/2015,8:45:00 PM,8:45:00 PM,4,Dinner with Friends,Ok,6
1458,13/02/2015,8:45:00 PM,8:48:00 PM,3,Dinner with Friends,Ok,5
1459,13/02/2015,8:45:00 PM,8:52:00 PM,3,Dinner with Friends,Ok,4
1460,13/02/2015,8:45:00 PM,8:55:00 PM,4,Dinner with Friends,Ok,7
1461,13/02/2015,9:00:00 PM,9:00:00 PM,1,Single Dinner,Ok,3
1462,13/02/2015,9:00:00 PM,9:03:00 PM,2,Sweet Anniversary,Ok,1
1463,13/02/2015,9:45:00 PM,9:46:00 PM,2,Sweet Anniversary,Ok,3
1464,13/02/2015,9:45:00 PM,9:59:00 PM,1,Single Dinner,Ok,1
1465,13/02/2015,10:00:00 PM,10:02:00 PM,1,Single Dinner,Ok,2
1466,13/02/2015,10:00:00 PM,10:09:00 PM,2,Sweet Anniversary,Ok,3
1467,13/02/2015,10:15:00 PM,10:22:00 PM,2,Sweet Anniversary,Ok,1
1468,13/02/2015,10:30:00 PM,10:38:00 PM,2,Sweet Anniversary,Ok,2
1469,13/02/2015,10:30:00 PM,10:41:00 PM,1,Single Dinner,Ok,3
1470,14/02/2015,10:15:00 AM,,7,Birthday Celebration,Cancelled,9
1471,14/02/2015,12:00:00 PM,12:10:00 PM,1,Single Dinner,Ok,1
1472,14/02/2015,12:30:00 PM,12:42:00 PM,1,Single Dinner,Ok,2
1473,14/02/2015,1:15:00 PM,1:17:00 PM,1,Single Dinner,Ok,3
1474,14/02/2015,2:00:00 PM,2:05:00 PM,2,Sweet Anniversary,Ok,1
1475,14/02/2015,2:00:00 PM,2:07:00 PM,1,Single Dinner,Ok,2
1476,14/02/2015,2:15:00 PM,2:15:00 PM,1,Single Dinner,Ok,3
1477,14/02/2015,3:15:00 PM,3:17:00 PM,1,Single Dinner,Ok,1
1478,14/02/2015,4:00:00 PM,4:01:00 PM,1,Single Dinner,Ok,2
1479,14/02/2015,4:00:00 PM,4:10:00 PM,1,Single Dinner,Ok,3
1480,14/02/2015,5:00:00 PM,5:02:00 PM,1,Single Dinner,Ok,2
1481,14/02/2015,5:15:00 PM,5:15:00 PM,2,Sweet Anniversary,Ok,3
1482,14/02/2015,5:15:00 PM,5:23:00 PM,1,Single Dinner,Ok,1
1483,14/02/2015,5:45:00 PM,5:48:00 PM,2,Sweet Anniversary,Ok,2
1484,14/02/2015,5:45:00 PM,5:49:00 PM,2,Sweet Anniversary,Ok,3
1485,14/02/2015,5:45:00 PM,5:52:00 PM,1,Single Dinner,Ok,1
1486,14/02/2015,5:45:00 PM,5:55:00 PM,4,Dinner with Friends,Ok,6
1487,14/02/2015,6:00:00 PM,6:10:00 PM,1,Single Dinner,Ok,2
1488,14/02/2015,6:15:00 PM,6:15:00 PM,2,Sweet Anniversary,Ok,3
1489,14/02/2015,6:30:00 PM,6:32:00 PM,3,Dinner with Friends,Ok,5
1490,14/02/2015,6:45:00 PM,6:53:00 PM,1,Single Dinner,Ok,1
1491,14/02/2015,7:00:00 PM,7:11:00 PM,1,Single Dinner,Ok,2
1492,14/02/2015,7:30:00 PM,7:44:00 PM,4,Dinner with Friends,Ok,6
1493,14/02/2015,8:00:00 PM,8:00:00 PM,4,Dinner with Friends,Ok,7
1494,14/02/2015,8:45:00 PM,8:52:00 PM,2,Sweet Anniversary,Ok,3
1495,14/02/2015,9:00:00 PM,9:08:00 PM,2,Sweet Anniversary,Ok,1
1496,14/02/2015,9:15:00 PM,9:22:00 PM,1,Single Dinner,Ok,2
1497,14/02/2015,9:30:00 PM,9:31:00 PM,4,Dinner with Friends,Ok,6
1498,14/02/2015,9:45:00 PM,9:58:00 PM,3,Dinner with Friends,Ok,4
1499,14/02/2015,10:15:00 PM,10:16:00 PM,4,Dinner with Friends,Ok,7
1500,14/02/2015,10:15:00 PM,10:22:00 PM,2,Sweet Anniversary,Ok,3
1501,15/02/2015,11:45:00 AM,11:48:00 AM,3,Dinner with Friends,Ok,5
1502,15/02/2015,11:45:00 AM,11:52:00 AM,13,Family Gathering,Ok,11
1503,15/02/2015,11:45:00 AM,11:54:00 AM,1,Single Dinner,Ok,2
1504,15/02/2015,12:00:00 PM,12:12:00 PM,2,Sweet Anniversary,Ok,3
1505,15/02/2015,1:15:00 PM,1:29:00 PM,1,Single Dinner,Ok,1
1506,15/02/2015,1:45:00 PM,1:54:00 PM,1,Single Dinner,Ok,2
1507,15/02/2015,2:15:00 PM,2:16:00 PM,4,Dinner with Friends,Ok,6
1508,15/02/2015,2:15:00 PM,,8,Birthday Celebration,Cancelled,9
1509,15/02/2015,2:30:00 PM,2:40:00 PM,2,Sweet Anniversary,Ok,3
1510,15/02/2015,2:45:00 PM,2:53:00 PM,4,Dinner with Friends,Ok,7
1511,15/02/2015,3:00:00 PM,3:11:00 PM,3,Dinner with Friends,Ok,4
1512,15/02/2015,3:15:00 PM,3:19:00 PM,2,Sweet Anniversary,Ok,1
1513,15/02/2015,4:00:00 PM,,6,Dinner with Friends,Cancelled,8
1514,15/02/2015,4:15:00 PM,4:29:00 PM,1,Single Dinner,Ok,2
1515,15/02/2015,4:45:00 PM,4:51:00 PM,2,Sweet Anniversary,Ok,3
1516,15/02/2015,5:00:00 PM,5:07:00 PM,1,Single Dinner,Ok,2
1517,15/02/2015,5:15:00 PM,5:16:00 PM,2,Sweet Anniversary,Ok,3
1518,15/02/2015,5:15:00 PM,5:26:00 PM,4,Dinner with Friends,Ok,6
1519,15/02/2015,5:15:00 PM,5:29:00 PM,4,Dinner with Friends,Ok,7
1520,15/02/2015,5:45:00 PM,5:49:00 PM,3,Dinner with Friends,Ok,4
1521,15/02/2015,5:45:00 PM,5:50:00 PM,2,Sweet Anniversary,Ok,2
1522,15/02/2015,6:00:00 PM,6:04:00 PM,3,Dinner with Friends,Ok,5
1523,15/02/2015,6:15:00 PM,,8,Birthday Celebration,Cancelled,9
1524,15/02/2015,7:15:00 PM,,6,Dinner with Friends,Cancelled,8
1525,15/02/2015,7:30:00 PM,7:30:00 PM,3,Dinner with Friends,Ok,4
1526,15/02/2015,7:45:00 PM,7:45:00 PM,3,Dinner with Friends,Ok,5
1527,15/02/2015,7:45:00 PM,7:59:00 PM,1,Single Dinner,Ok,2
1528,15/02/2015,8:00:00 PM,8:14:00 PM,2,Sweet Anniversary,Ok,3
1529,15/02/2015,9:00:00 PM,9:02:00 PM,4,Dinner with Friends,Ok,6
1530,15/02/2015,9:30:00 PM,9:44:00 PM,3,Dinner with Friends,Ok,4
1531,15/02/2015,9:30:00 PM,9:44:00 PM,1,Single Dinner,Ok,2
1532,16/02/2015,11:15:00 AM,11:20:00 AM,1,Single Dinner,Ok,3
1533,16/02/2015,11:30:00 AM,11:40:00 AM,1,Single Dinner,Ok,1
1534,16/02/2015,11:45:00 AM,11:47:00 AM,10,Important Date,Ok,10
1535,16/02/2015,11:45:00 AM,11:58:00 AM,1,Single Dinner,Ok,2
1536,16/02/2015,12:15:00 PM,12:16:00 PM,3,Dinner with Friends,Ok,5
1537,16/02/2015,12:30:00 PM,,5,Dinner with Friends,Cancelled,8
1538,16/02/2015,12:30:00 PM,,7,Birthday Celebration,Cancelled,9
1539,16/02/2015,12:45:00 PM,12:53:00 PM,1,Single Dinner,Ok,2
1540,16/02/2015,12:45:00 PM,12:56:00 PM,1,Single Dinner,Ok,3
1541,16/02/2015,1:00:00 PM,1:12:00 PM,3,Dinner with Friends,Ok,5
1542,16/02/2015,1:00:00 PM,1:13:00 PM,5,Dinner with Friends,Ok,8
1543,16/02/2015,1:30:00 PM,1:44:00 PM,1,Single Dinner,Ok,1
1544,16/02/2015,2:15:00 PM,2:19:00 PM,1,Single Dinner,Ok,3
1545,16/02/2015,4:15:00 PM,,5,Dinner with Friends,Cancelled,8
1546,16/02/2015,4:30:00 PM,4:43:00 PM,2,Sweet Anniversary,Ok,1
1547,16/02/2015,4:45:00 PM,4:57:00 PM,3,Dinner with Friends,Ok,4
1548,16/02/2015,6:00:00 PM,6:03:00 PM,4,Dinner with Friends,Ok,6
1549,16/02/2015,6:15:00 PM,,4,Dinner with Friends,Cancelled,6
1550,16/02/2015,6:15:00 PM,6:21:00 PM,3,Dinner with Friends,Ok,5
1551,16/02/2015,6:15:00 PM,,5,Dinner with Friends,Cancelled,8
1552,16/02/2015,6:30:00 PM,6:40:00 PM,3,Dinner with Friends,Ok,4
1553,16/02/2015,7:30:00 PM,,8,Birthday Celebration,Cancelled,9
1554,16/02/2015,7:45:00 PM,7:53:00 PM,2,Sweet Anniversary,Ok,2
1555,16/02/2015,7:45:00 PM,7:55:00 PM,4,Dinner with Friends,Ok,7
1556,17/02/2015,11:15:00 AM,11:26:00 AM,1,Single Dinner,Ok,3
1557,17/02/2015,12:00:00 PM,12:05:00 PM,1,Single Dinner,Ok,2
1558,17/02/2015,12:30:00 PM,12:33:00 PM,1,Single Dinner,Ok,3
1559,17/02/2015,12:30:00 PM,,9,Important Date,Cancelled,10
1560,17/02/2015,1:00:00 PM,1:00:00 PM,1,Single Dinner,Ok,1
1561,17/02/2015,1:00:00 PM,1:14:00 PM,1,Single Dinner,Ok,2
1562,17/02/2015,1:15:00 PM,1:21:00 PM,1,Single Dinner,Ok,3
1563,17/02/2015,1:15:00 PM,1:25:00 PM,3,Dinner with Friends,Ok,5
1564,17/02/2015,1:30:00 PM,1:31:00 PM,1,Single Dinner,Ok,1
1565,17/02/2015,1:30:00 PM,1:36:00 PM,4,Dinner with Friends,Ok,6
1566,17/02/2015,1:30:00 PM,1:41:00 PM,2,Sweet Anniversary,Ok,2
1567,17/02/2015,1:45:00 PM,1:47:00 PM,1,Single Dinner,Ok,3
1568,17/02/2015,1:45:00 PM,1:58:00 PM,3,Dinner with Friends,Ok,4
1569,17/02/2015,2:00:00 PM,2:02:00 PM,2,Sweet Anniversary,Ok,1
1570,17/02/2015,2:00:00 PM,2:07:00 PM,4,Dinner with Friends,Ok,7
1571,17/02/2015,2:15:00 PM,2:16:00 PM,1,Single Dinner,Ok,2
1572,17/02/2015,3:15:00 PM,3:24:00 PM,4,Dinner with Friends,Ok,6
1573,17/02/2015,3:15:00 PM,3:26:00 PM,4,Dinner with Friends,Ok,7
1574,17/02/2015,4:00:00 PM,4:00:00 PM,2,Sweet Anniversary,Ok,3
1575,17/02/2015,4:30:00 PM,4:43:00 PM,1,Single Dinner,Ok,1
1576,17/02/2015,4:45:00 PM,4:52:00 PM,2,Sweet Anniversary,Ok,2
1577,17/02/2015,4:45:00 PM,4:56:00 PM,3,Dinner with Friends,Ok,5
1578,17/02/2015,5:00:00 PM,5:02:00 PM,1,Single Dinner,Ok,3
1579,17/02/2015,5:15:00 PM,5:26:00 PM,1,Single Dinner,Ok,1
1580,17/02/2015,5:15:00 PM,5:28:00 PM,1,Single Dinner,Ok,2
1581,17/02/2015,5:30:00 PM,5:33:00 PM,1,Single Dinner,Ok,3
1582,17/02/2015,5:30:00 PM,5:42:00 PM,1,Single Dinner,Ok,1
1583,17/02/2015,5:45:00 PM,5:55:00 PM,1,Single Dinner,Ok,2
1584,17/02/2015,6:00:00 PM,6:09:00 PM,2,Sweet Anniversary,Ok,3
1585,17/02/2015,6:45:00 PM,6:46:00 PM,1,Single Dinner,Ok,1
1586,17/02/2015,6:45:00 PM,,6,Dinner with Friends,Cancelled,8
1587,17/02/2015,6:45:00 PM,,8,Birthday Celebration,Cancelled,9
1588,17/02/2015,7:00:00 PM,7:03:00 PM,2,Sweet Anniversary,Ok,2
1589,17/02/2015,7:15:00 PM,7:26:00 PM,2,Sweet Anniversary,Ok,3
